Smiles,id,name,cnnaff_pos,cnnaff,MW,HBA,HBD,LogP,Pass_Ro5,has_pains,has_unwanted_subs,has_prob_fgs,synthetic_accessibility,cnn_per_mw,Mol,TPSA,QED,N_RotBonds
[H]Sc1c([H])c([H])n([H])c(=O)c1-c1c([H])c(-c2c([H])c([H])c([H])c([H])c2C#N)c([H])c(C([H])([H])N([H])[H])c1[H],13224,fegrow_gen/c1(-c2cc(-c3ccccc3C#N)cc(CN)c2)c(S)cc[nH]c1=O.sdf,5.44205,0.0170974501721667,318.296,4,3,3.32798,True,False,True,False,7.37422085292844,-0.0170974501721667,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70e5930>,82.67,0.6429987868285825,3
[H]c1c([H])c(-c2c(Sc3c([H])c([H])c(OC(F)(F)F)c([H])c3C3([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([H])n([H])c2=O)c([H])c(C([H])([H])N([H])[H])c1[H],2693,fegrow_gen/c1(-c2cccc(CN)c2)c(Sc2ccc(OC(F)(F)F)cc2C2CCC2)cc[nH]c1=O.sdf,6.57344,0.0154550627048428,425.326,4,2,5.8179,True,False,False,False,7.72800215862022,-0.0154550627048428,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f4f0d0>,68.11,0.5008537925372996,6
[H]C#CC([H])([H])Oc1c([H])c(OC(F)(F)F)c([H])c([H])c1Sc1c([H])c([H])n([H])c(=O)c1-c1c([H])c([H])c([H])c(C([H])([H])N([H])[H])c1[H],4519,fegrow_gen/c1(-c2cccc(CN)c2)c(Sc2ccc(OC(F)(F)F)cc2OCC#C)cc[nH]c1=O.sdf,6.37351,0.0148458005096502,429.314,5,2,4.5624,True,False,True,False,7.3239475308604,-0.0148458005096502,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f19700>,77.34,0.5204995808829125,7
[H]Sc1c(-c2c([H])c([H])c(N([H])c3nc([H])c([H])c([H])c3[H])c(N([H])[H])c2[H])c(N=C=S)n(SC(F)(F)F)c(=O)c1[H],14478,fegrow_gen/c1c(S)c(-c2ccc(Nc3ccccn3)c(N)c2)c(N=C=S)n(SC(F)(F)F)c1=O.sdf,5.1432,0.0112931380879921,455.427,9,3,5.2752,True,False,True,True,7.03521614400638,-0.0112931380879921,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6d042e0>,85.29999999999998,0.205047886047088,5
[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c(F)nc([H])c(OC([H])([H])[H])c2[H])c(=O)c1[H],9782,fegrow_gen/c1c(S)c(N2C(=O)C=CC2=O)cn(-c2c(F)ncc(OC)c2)c1=O.sdf,5.88315,0.0174446325690072,337.247,7,1,1.0983,True,False,True,True,6.45370312039505,-0.0174446325690072,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70f29d0>,81.5,0.5108008134719948,3
[H]C#CC([H])([H])Oc1c([H])c(OC(F)(F)F)c([H])c([H])c1Sc1c([H])c(C2([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])n([H])c(=O)c1-c1c([H])c([H])c([H])c(C([H])([H])N([H])[H])c1[H],747,fegrow_gen/c1(-c2cccc(CN)c2)c(Sc2ccc(OC(F)(F)F)cc2OCC#C)cc(C2CCN(C)CC2)[nH]c1=O.sdf,6.90587,0.0133993872565664,515.387,6,2,5.3716,False,False,True,False,6.96455712647581,-0.0133993872565664,<rdkit.Chem.rdchem.Mol object at 0x7ff0d7271620>,80.58,0.3720407365972637,8
[H]c1c([H])c(-c2c(Sc3c([H])c([H])c(OC(F)(F)F)c([H])c3[H])c([H])c([H])n([H])c2=O)c([H])c(C([H])([H])N([H])[H])c1[H],9620,fegrow_gen/c1(-c2cccc(CN)c2)c(Sc2ccc(OC(F)(F)F)cc2)cc[nH]c1=O.sdf,5.89878,0.015634936201568,377.282,4,2,4.5504,True,False,False,False,7.11064802655408,-0.015634936201568,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70ee260>,68.11,0.6684722922235696,5
[H]Sc1c([H])c([H])n([H])c(=O)c1-c1c([H])c(C([H])([H])N([H])[H])c([H])c([H])c1C(OOc1c([H])c([H])c(Cl)c([H])c1[H])(C([H])([H])[H])C([H])([H])[H],9253,fegrow_gen/c1(-c2c(C(C)(C)OOc3ccc(Cl)cc3)ccc(CN)c2)c(S)cc[nH]c1=O.sdf,5.93362,0.0149928997730959,395.762,5,3,4.6884,True,False,True,True,7.96778674730346,-0.0149928997730959,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70cc0b0>,77.34,0.3092976461496087,6
[H]Sc1c(C2([H])C([H])([H])C([H])([H])N(c3nc(C(F)(F)F)c([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1-c1c([H])c([H])c([H])c(C([H])([H])N([H])[H])c1[H],9116,fegrow_gen/c1(-c2cccc(CN)c2)c(S)c(C2CCN(c3cccc(C(F)(F)F)n3)CC2)c[nH]c1=O.sdf,5.9491,0.0136028865347634,437.341,5,3,4.5871,True,False,True,False,7.99049825057317,-0.0136028865347634,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70c8430>,75.01,0.4982313382840259,4
[H]c1nc([H])c(C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],8926,fegrow_gen/c1([C@@H](CC2CCCCC2)[C@@H](CCc2cccnc2)CCCN)ccc[nH]c1=O.sdf,5.96752,0.0172330226057224,346.284,3,2,4.8118,True,False,False,False,8.63593510472687,-0.0172330226057224,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70c2ff0>,71.77,0.6200845334687283,10
[H]c1c([H])c(-c2c([H])c([H])c(Cl)c(Cl)c2Sc2c(-c3c([H])c([H])c(Cl)c(Cl)c3[H])c(N=C=S)n([H])c(=O)c2[H])c([H])c(C([H])([H])N([H])[H])c1[H],1103,fegrow_gen/c1c(Sc2c(-c3cccc(CN)c3)ccc(Cl)c2Cl)c(-c2ccc(Cl)c(Cl)c2)c(N=C=S)[nH]c1=O.sdf,6.82471,0.0120953812289429,564.241,5,2,8.6667,False,False,True,True,7.12606624575047,-0.0120953812289429,<rdkit.Chem.rdchem.Mol object at 0x7ff0d726b300>,71.24,0.1772258724875031,6
[H]c1nc([H])c(C([H])([H])N([H])N([H])S(=O)(=O)c2c([H])c([H])c(-c3c([H])c(SC([H])([H])c4c([H])c([H])c([H])c([H])c4[H])c([H])n([H])c3=O)c([H])c2[H])c([H])c1[H],1998,fegrow_gen/c1(-c2ccc(S(NNCc3cccnc3)(=O)=O)cc2)cc(SCc2ccccc2)c[nH]c1=O.sdf,6.66616,0.014605223663137,456.423,6,3,3.7123,True,False,True,False,4.90965971090857,-0.014605223663137,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f63df0>,103.95,0.250280465965958,9
[H]c1c([H])c(-c2c(Sc3c([H])c([H])c(OC(F)(F)F)c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c3[H])c([H])c([H])n([H])c2=O)c([H])c(C([H])([H])N([H])[H])c1[H],5649,fegrow_gen/c1(-c2cccc(CN)c2)c(Sc2ccc(OC(F)(F)F)c(CN3CCOCC3)c2)cc[nH]c1=O.sdf,6.26703,0.0134099152014687,467.343,6,2,4.3826,True,False,False,False,7.96018027015128,-0.0134099152014687,<rdkit.Chem.rdchem.Mol object at 0x7ff0d79089e0>,80.58,0.5106746375541469,7
[H]Sc1c([H])c(N([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])O[C@]([H])(c3c([H])c([H])c4nc([H])c([H])c([H])c4c3[H])C2([H])[H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[C@@]2([H])c2nnn([H])n2)c(=O)c1[H],7114,fegrow_gen/c1c(S)cc(NCCN2CCOC(c3ccc4ncccc4c3)C2)n(N2CCc3ccccc3[C@H]2c2nn[nH]n2)c1=O.sdf,6.13366,0.0111428301523458,550.458,11,3,2.9674,False,False,True,False,8.43393015898101,-0.0111428301523458,<rdkit.Chem.rdchem.Mol object at 0x7ff0d7975070>,117.09,0.2495318442948981,7
[H]C1=C([H])C(=O)N(c2c(N3C([H])([H])C([H])([H])O[C@@]([H])([C@]4([H])C([H])([H])C([H])([H])N([H])[C@]4([H])N4C([H])([H])C([H])([H])C([H])(N5C([H])([H])C([H])([H])C([H])([H])C5([H])[H])C([H])([H])C4([H])[H])C3([H])[H])c([H])c([H])n([H])c2=O)C1=O,5722,fegrow_gen/c1(N2C(=O)C=CC2=O)c(N2CCO[C@@H]([C@@H]3CCN[C@@H]3N3CCC(N4CCCC4)CC3)C2)cc[nH]c1=O.sdf,6.26177,0.0136029622613637,460.324,8,2,0.5053,True,False,True,True,8.63656168240476,-0.0136029622613637,<rdkit.Chem.rdchem.Mol object at 0x7ff0d790a9d0>,101.22,0.5689629915802223,5
[H]Sc1c(-c2c([H])c([H])c(N([H])c3nc([H])c([H])c([H])c3[H])c(N([H])[H])c2[H])c(N=C=S)n(I)c(=O)c1[H],8139,fegrow_gen/c1c(S)c(-c2ccc(Nc3ccccn3)c(N)c2)c(N=C=S)n(I)c1=O.sdf,6.04551,0.0125618637781319,481.259,8,3,4.4572,True,False,True,True,7.1829639389148,-0.0125618637781319,<rdkit.Chem.rdchem.Mol object at 0x7ff0d79194d0>,85.29999999999998,0.1644338339549039,4
[H]c1nc(N([H])n2c([H])c(Oc3c([H])c([H])c(F)c([H])c3[H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3[H])c2=O)c([H])c([H])c1[H],1494,fegrow_gen/c1([C@@H](C)CCc2cc(OC)cc(OC)c2)cc(Oc2ccc(F)cc2)cn(Nc2ccccn2)c1=O.sdf,6.74487,0.014620710434988,461.323,7,1,5.8034,True,False,False,False,7.78205847828822,-0.014620710434988,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f6dfc0>,74.61000000000001,0.3033562583218855,10
[H]SC([H])([H])[C@]([H])(C([H])([H])c1c([H])c(F)c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H],7856,fegrow_gen/c1([C@@H](C)C(Cc2cc(CNCc3ccccc3)cc(F)c2)CS)ccc[nH]c1=O.sdf,6.0687,0.0158310333853321,383.342,3,3,4.696,True,False,True,False,8.21256652538634,-0.0158310333853321,<rdkit.Chem.rdchem.Mol object at 0x7ff0d79897e0>,44.89,0.4480250970956614,9
[H]Sc1c([H])c([H])n([H])c(=O)c1-c1c([H])c([H])c([H])c(C([H])([H])N([H])[H])c1[H],15457,fegrow_gen/c1(-c2cccc(CN)c2)c(S)cc[nH]c1=O.sdf,4.55715,0.0206943763282654,220.212,3,3,1.7893,True,False,True,False,7.39642487944056,-0.0206943763282654,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6d1f290>,58.88,0.691308575969522,2
[H]Sc1c(N2C(=O)C([H])=C(OC([H])([H])C([H])([H])F)C2=O)c([H])n(-c2c(F)nc([H])c(OC([H])([H])[H])c2[H])c(=O)c1-c1c([H])nc([H])c(OC([H])([H])[H])c1[H],3612,fegrow_gen/c1(-c2cncc(OC)c2)c(S)c(N2C(=O)C=C(OCCF)C2=O)cn(-c2c(F)ncc(OC)c2)c1=O.sdf,6.4676,0.0129783400021672,498.338,10,1,2.4827,True,False,True,False,7.27475694940344,-0.0129783400021672,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f306d0>,112.85000000000002,0.2761705671328647,8
[H]Sc1c(N2C(=O)C([H])=C(C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])[C@]3([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)C2=O)c(C([H])([H])N([H])c2c([H])c([H])c([H])c([H])c2[H])n([H])c(=O)c1[H],3831,fegrow_gen/c1c(S)c(N2C(=O)C=C(CN3C(c4c[nH]c5ccccc45)COCC3)C2=O)c(CNc2ccccc2)[nH]c1=O.sdf,6.44382,0.0125264522750997,514.417,7,4,3.6301,True,False,True,False,7.91577131257193,-0.0125264522750997,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f2e730>,110.53,0.210173496527664,7
[H]c1nc([H])n(-c2c(SC([H])([H])C([H])([H])[H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])C([H])([H])C(F)(F)F)n1,8586,fegrow_gen/c1([C@@H](C)[C@@H](Cc2ccccc2OC)CC(F)(F)F)c(-n2cncn2)c(SCC)c[nH]c1=O.sdf,6.0017,0.0135991516533017,441.329,6,1,4.991,True,False,False,False,7.76465299913758,-0.0135991516533017,<rdkit.Chem.rdchem.Mol object at 0x7ff0d78d1a10>,72.8,0.4499618470709973,9
[H]C1=C([H])C(=O)N(c2c(SC([H])([H])N([H])[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])c3c([H])c([H])nc([H])c3[H])c(-c3nc4c([H])c([H])c([H])c([H])c4c([H])c3[H])c(=O)n([H])c2[H])C1=O,2154,fegrow_gen/c1(-c2ccc3ccccc3n2)c(SCNC(COCc2ccncc2)C)c(N2C(=O)C=CC2=O)c[nH]c1=O.sdf,6.64378,0.0132239264658463,502.406,8,2,3.659,True,False,True,True,7.49586374331888,-0.0132239264658463,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f58350>,117.28,0.1823412312960824,10
[H]C1=C([H])C(=O)N(c2c(SC([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(=O)n([H])c2[H])C1=O,14720,fegrow_gen/c1c(SCNC(C)C)c(N2C(=O)C=CC2=O)c[nH]c1=O.sdf,5.059,0.0181829291085009,278.228,5,2,0.8519,True,False,True,True,7.30777772326678,-0.0181829291085009,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6d0ad50>,82.27000000000001,0.4776921623836783,5
[H]c1c([H])c([H])c(C([H])([H])Sc2c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c2-c2c([H])c(C([H])([H])F)c([H])n([H])c2=O)c([H])c1[H],5268,fegrow_gen/c1(-c2ccc(S(N)(=O)=O)cc2SCc2ccccc2)cc(CF)c[nH]c1=O.sdf,6.30178,0.01626887172391,387.352,4,2,3.4511,True,False,False,False,7.46333296175877,-0.01626887172391,<rdkit.Chem.rdchem.Mol object at 0x7ff0d78fe180>,93.01999999999998,0.6155779104358576,6
[H]C#CC([H])([H])Oc1c([H])c(OC(F)(F)F)c([H])c([H])c1Sc1c(-c2c(OC([H])([H])[H])nc([H])c([H])c2[H])c([H])n([H])c(=O)c1-c1c([H])c([H])c([H])c(C([H])([H])N([H])[H])c1[H],231,fegrow_gen/c1(-c2cccc(CN)c2)c(Sc2ccc(OC(F)(F)F)cc2OCC#C)c(-c2cccnc2OC)c[nH]c1=O.sdf,7.13924,0.0134351300184799,531.386,7,2,5.633,False,False,True,False,7.77707030493067,-0.0134351300184799,<rdkit.Chem.rdchem.Mol object at 0x7ff0d725edc0>,99.46,0.2591932219216651,9
[H]Sc1c(N2C(=O)C([H])=C(C([H])([H])N3C([H])([H])C([H])([H])O[C@]([H])(c4c([H])c([H])c([H])c([H])c4F)C3([H])[H])C2=O)c([H])n([H])c(=O)c1[H],13955,fegrow_gen/c1c(S)c(N2C(=O)C=C(CN3CC(c4ccccc4F)OCC3)C2=O)c[nH]c1=O.sdf,5.28744,0.0133083649213948,397.302,6,2,1.6758,True,False,True,False,7.95533300970787,-0.0133083649213948,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6cf5bd0>,82.71000000000001,0.5865743713932616,4
[H]Sc1c(N2C(=O)C([H])=C(C([H])([H])OC([H])([H])[H])C2=O)c([H])n([H])c(=O)c1-c1c([H])c([H])c(F)c(-c2nc([H])c(C(F)(F)F)c([H])c2[H])c1[H],2137,fegrow_gen/c1(-c2ccc(F)c(-c3ccc(C(F)(F)F)cn3)c2)c(S)c(N2C(=O)C(COC)=CC2=O)c[nH]c1=O.sdf,6.64602,0.0135542054416524,490.329,6,2,3.9965,True,False,True,False,6.94212685901076,-0.0135542054416524,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f5fb50>,92.36,0.3108716252331528,5
[H]c1nc([H])c(O[C@@]([H])(O[C@]([H])(c2c([H])c(F)c([H])c(C([H])([H])N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c2[H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c2c([H])nc([H])c([H])c2[H])c([H])c1[H],2843,fegrow_gen/c1([C@@H](C)C[C@@H](c2cc(CNCc3ccccc3)cc(F)c2)OC(c2cccnc2)Oc2cccnc2)ccc[nH]c1=O.sdf,6.5558,0.0123369157146163,531.397,6,2,6.62310000000001,False,False,True,True,8.63551048376814,-0.0123369157146163,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f4b300>,89.13000000000001,0.1562667926552168,13
[H]C1=C([H])C(=O)N(c2c(SC([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(-c3nc4c([H])c([H])c([H])c([H])c4c([H])c3[H])c(=O)n([H])c2[H])C1=O,4321,fegrow_gen/c1(-c2ccc3ccccc3n2)c(SCNC(C)C)c(N2C(=O)C=CC2=O)c[nH]c1=O.sdf,6.39551,0.015975435511348,400.334,6,2,3.0671,True,False,True,True,7.67419460488447,-0.015975435511348,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f23f40>,95.16,0.3615532818780047,6
[H]c1c([H])c([H])c(N([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])C(F)(F)F)[C@@]([H])(c2c([H])c(SC([H])([H])C([H])([H])[H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c1[H],2847,fegrow_gen/c1([C@@H](C)[C@@H](C(CNc2ccccc2)CCCCCCCC)CC(F)(F)F)cc(SCC)c[nH]c1=O.sdf,6.55538,0.0139659808002863,469.382,3,2,8.6379,False,False,False,True,8.81696677895287,-0.0139659808002863,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f4b4c0>,44.89,0.1754252530840775,16
[H]c1c([H])c([H])c([C@@]([H])(N([H])C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(Cl)c1[H],15147,fegrow_gen/c1cc(CNC(c2ccccc2Cl)NC2CCCCC2)c[nH]c1=O.sdf,4.84369,0.0150573858655442,321.682,3,3,3.739,True,False,True,True,7.79693782374241,-0.0150573858655442,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6d169d0>,56.92,0.6989380234150431,6
[H]c1c([H])c([H])c(C([H])([H])N([H])[C@]([H])(c2c([H])c([H])c(=O)n([H])c2[H])C([H])([H])C(F)(F)F)c(Cl)c1[H],15254,fegrow_gen/c1cc(C(NCc2ccccc2Cl)CC(F)(F)F)c[nH]c1=O.sdf,4.77343,0.0150759731543624,316.625,2,2,3.8116,True,False,False,False,7.63295196949243,-0.0150759731543624,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6d19930>,44.89,0.8752606852243603,5
[H]c1nc([H])c([C@@]([H])(C2=N[C@]([H])(N([H])C([H])([H])c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])C([H])([H])N2[H])N([H])[C@]([H])(c2c(C([H])(F)F)c([H])c(=O)n([H])c2[H])N([H])C([H])([H])[H])c([H])c1[H],13253,fegrow_gen/c1c(C(F)F)c([C@H](NC)N[C@@H](c2cccnc2)C2=NC(NCc3ccc(OC)cc3)CN2)c[nH]c1=O.sdf,5.4376,0.0116109139516311,468.318,8,5,2.3826,True,False,True,True,8.43123298472359,-0.0116109139516311,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70e65e0>,115.46,0.2584996881998218,11
[H]c1nc(N([H])n2c([H])c(Oc3c([H])c([H])c(F)c([H])c3[H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])c4c([H])nn(C([H])([H])[H])c4[H])c3[H])c2=O)c([H])c([H])c1[H],90,fegrow_gen/c1([C@@H](C)CCc2cc(OCc3cnn(C)c3)cc(OC)c2)cc(Oc2ccc(F)cc2)cn(Nc2ccccn2)c1=O.sdf,7.28002,0.0135472225478757,537.381,9,1,6.10730000000001,False,False,False,False,8.14890398035417,-0.0135472225478757,<rdkit.Chem.rdchem.Mol object at 0x7ff0d78f3990>,92.43,0.1939078355711817,12
