,Lib_size,Training_size,<-6_cnnaff_per_mw,Time,Avg_cnnaff_per_mw,Cycle,Target_cnn_to_beat
0,15721,74,0,25.93200945854187,0.2239865712510174,0,0.015625
0,15721,99,0,26.513706922531128,0.13595671779588694,1,0.015625
