cnn_per_mw,Smiles
-0.01985347276304,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(c1c(-c2nnn([H])n2)c([H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0154165310678336,[H]O[C@@]([H])(N([H])c1nc([H])c([H])s1)C([H])([H])C1(c2c([H])c(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c([H])n([H])c2=O)C([H])([H])C1([H])[H]
-0.0133180485690494,[H]c1nc2c(C([H])([H])[C@@]([H])(N([H])C3([H])C([H])([H])C3([H])[H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])N([H])N([H])[H])c([C@@]3([H])C([H])([H])[C@@]3([H])N([H])[H])c(N([H])C3([H])C([H])([H])C3([H])[H])c([H])c2c([H])c1[H]
-0.0188537627580894,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])C([H])([H])c1c([H])c([H])c(=O)n([H])c1[H]
-0.0179960465436219,[H]c1nc(C([H])([H])[C@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])n(C([H])([H])[H])c1[H]
-0.01606381592096,[H]c1c(C([H])([H])N([H])C([H])([H])OC([H])([H])C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1[H]
-0.0130749850452162,[H]OC([H])([H])C([H])([H])N([H])C1(C([H])([H])OC([H])([H])N([H])C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H]
-0.016593574636403,[H]c1c(OC([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nc([C@]([H])(C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c1[H]
-0.0164114568485035,[H]c1nc([C@]2([H])[C@]([H])(C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])c2c(OC([H])([H])[H])nc([H])c([H])c2[H])sc1[H]
-0.0142117553143179,[H]O[C@]1(C([H])([H])C#N)C([H])([H])C([H])([H])N(c2c(S[H])c([H])c(=O)n([H])c2N=C=S)[C@@]([H])(c2c([H])c([H])c3c([H])c([H])n([H])c3c2[H])C1([H])[H]
-0.0168114022988505,[H]c1nc(C([H])([H])c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1[H]
-0.0173448226793365,[H]c1nc(C([H])([H])[C@]([H])(c2c([H])c([H])c([H])n([H])c2=O)[C@]([H])(C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])n(C([H])([H])[H])c1[H]
-0.021756698237861,[H]C([H])=C([H])C([H])([H])Oc1c(C([H])([H])N([H])C([H])([H])[H])c([H])c([H])c(=O)n1[H]
-0.0143667928345418,[H]c1nc(N([H])[H])nc(C([H])([H])[C@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[C@@]([H])(c2c([C@@]3([H])C([H])([H])[C@@]3([H])N([H])[H])c([H])c([H])c3c([H])c([H])c([H])nc23)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
-0.019356341394256,[H]c1nc2c(-c3c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C4([H])C([H])([H])C4([H])[H])c(=O)n([H])c3[H])c([H])c([H])c([H])c2c([H])c1[H]
-0.0155449509529978,[H]OC([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@]([H])(C([H])([H])N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H])[C@@]([H])(c1c([H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0155939396904946,[H]c1nc(OC([H])([H])C([H])([H])[C@@]([H])(OC([H])([H])[H])C2([H])C([H])([H])C2([H])[H])c([C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[H])C2([H])[H])c([H])c1[H]
-0.015744537696094,[H]c1c(C([H])(F)F)c(C([H])([H])N([H])[C@]([H])(C([H])([H])OC([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])n([H])c1=O
-0.0150233699298481,[H]OC([H])([H])c1c([H])c(N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([C@](C([H])([H])[H])(C(F)(F)c2nn([H])c([H])c2[H])C([H])([H])C([H])([H])[H])c(=O)n1[H]
-0.0183944749393802,[H]c1nc(OC([H])([H])[H])c([C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[H])C2([H])[H])c([H])c1[H]
-0.013773207504459,[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c3c([C@@]4([H])C([H])([H])C([H])([H])C([H])([H])[C@@]4([H])C([H])([H])C([H])([H])[C@@]([H])(c4c([H])c([H])c(C([H])([H])c5c([H])c([H])c6c([H])c([H])c([H])c([H])c6c5[H])n([H])c4=O)C([H])([H])[H])c([H])n([H])c23)c([H])c1[H]
-0.0201975246349281,[H]c1nc([H])c([H])c(-c2c(C([H])([H])N([H])C([H])([H])[H])c([H])n([H])c(=O)c2[H])c1[H]
-0.0142550306922552,[H]c1nc(OC([H])([H])[H])c([C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[H])C2([H])[H])c([H])c1-c1c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c1[H]
