cnnaff,Smiles
5.84187,[H]c1nc(N([H])n2c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C3([H])[H])c2=O)c([H])c([H])c1C([H])([H])Cl
5.6523,[H]c1nc(C([H])([H])[H])n(C2([H])C([H])([H])C([H])([H])N([C@@]([H])(N([H])C(=O)c3c(C([H])([H])N([H])C(=O)c4c([H])c([H])c([H])c([H])c4[H])c([H])c([H])n(C([H])([H])C(=O)OC([H])([H])[H])c3=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c1[H]
5.63863,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c(-c3c([H])c([H])c(C#N)c([H])c3[H])c2C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1[H]
5.85046,[H]c1c(SN([H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])C(F)(F)F)c([H])c(=O)n(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c1C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H]
5.86074,[H]C#C[C@@]1([H])[C@]([H])(C(=O)C([H])([H])[H])[C@@]([H])(N([H])C(=O)n2c(O[C@]([H])(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c(N([H])[H])c([H])c([H])c2=O)C([H])([H])[C@@]1([H])N=C=S
5.62492,[H]ON(C(=O)C([H])=C([H])c1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(F)c(=O)n([H])c1[H])C([H])([H])C([H])([H])C([H])([H])O[C@]([H])(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
5.89891,[H]c1nn(C([H])([H])[H])c(-n2c([H])c(C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])[C@]([H])(N([H])C([H])([H])[H])C3([H])[H])c(SN([H])C(=O)OC([H])([H])C([H])([H])c3c([H])oc([H])c3[H])c([H])c2=O)c1[H]
5.58054,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c(N(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])c2[H])c([H])n([H])c(=O)c1[H]
5.93064,[H]c1c([C@@]([H])(N2C([H])([H])C([H])([H])[C@]3([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@]23[H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])n(C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(=O)c1C(=O)N([H])N([H])[H]
5.56175,[H]c1nc(N([H])n2c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C3([H])[H])c2=O)c([H])c([H])c1[H]
4.97848,[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])c1nc([H])c([H])n1C1([H])C([H])([H])C([H])([H])N([C@@]([H])(N([H])C(=O)c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H]
5.94066,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])[H])[C@@]([H])(N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c(C(F)(F)F)c2[H])C1([H])[H]
4.88903,[H]c1c(OC([H])([H])O[C@]([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H])c([H])n([H])c(=O)c1C(=O)N([H])[C@]([H])(N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
5.94216,[H]ON([H])C(=O)C(=C([H])c1c([H])c(F)c(=O)n(N2C([H])([H])C([H])([H])C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
5.55681,[H]c1nc(C([H])([H])c2c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c([H])c2[H])n(C2([H])C([H])([H])C([H])([H])N([C@@]([H])(N([H])C(=O)c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c1[H]
5.54035,[H]ON([H])C(=O)C([H])=C([H])c1c(C(=O)N([H])C([H])([H])[C@@]([H])(S[H])c2c([H])c([H])c(C(=O)N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c(=O)n([H])c1[H]
6.00341,[H]OC([H])([H])C1(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C([H])([H])C([H])([H])N(c2c([H])c([H])c3c(c2[H])[C@@]([H])(c2nnn([H])n2)N(n2c([H])c([H])c(S[H])c([H])c2=O)C([H])([H])C3([H])[H])C([H])([H])C1([H])[H]
5.48261,[H]OC([H])([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])C([H])([H])[C@](c1c([H])c([H])c([H])n([H])c1=O)(C([H])(F)F)C([H])([H])C([H])([H])C([H])([H])N([H])[H]
6.03957,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c(N(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])c2[H])c([H])n(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(=O)c1[H]
6.04971,[H]c1nc(C([H])([H])[H])n(C2([H])C([H])([H])C([H])([H])N([C@@]([H])(N([H])C(=O)c3c(C(=O)c4c([H])c([H])c([H])c([H])c4[H])c([H])c([H])n([H])c3=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c1[H]
5.47609,[H]c1c([H])c([H])n(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(=O)c1[C@]([H])(C([H])([H])C([H])([H])[H])[C@@]([H])(C(=O)N(C([H])([H])[H])C([H])([H])[H])N([H])N([H])[H]
6.08493,[H]c1nc([H])c([C@@]([H])(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])N([H])[C@]([H])(c2c(C([H])(F)F)c([H])c(=O)n([H])c2[H])N([H])C([H])([H])N2C(=O)C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
5.45932,[H]c1nn(C([H])([H])[H])c([H])c1C([H])([H])[C@]([H])(OC([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])[C@@](c1c([H])c([H])c([H])n([H])c1=O)(C([H])([H])[H])C([H])(F)F
5.45811,[H]Sc1c(N(C(=O)c2c([H])c([H])c(OC([H])([H])N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c([H])c2[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])n([H])c(=O)c1[H]
4.96706,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1[H]
6.10434,[H]Sc1c(N(C(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C3=C([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c2[H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])c2c([H])c([H])c(N([H])[H])c([H])c2[H])c([H])n([H])c(=O)c1[H]
6.12682,[H]Sc1c(N(SC([H])([H])[H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])n(-c2c([H])nc([H])c([H])c2[H])c(=O)c1C(=O)N([H])N([H])C([H])([H])C([H])([H])[H]
5.42126,[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])N(c2c([H])c(C(=O)N([H])[C@]([H])(N3C([H])([H])C([H])([H])C([H])(n4c(C([H])([H])[H])nc([H])c4[H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c(=O)n([H])c2[H])C([H])([H])C1([H])[H]
6.14382,[H]OC([H])([H])C([H])([H])C1(c2c([H])c(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c([H])n(C(=O)N([H])c3c([H])nc([H])c([H])c3[H])c2=O)C([H])([H])C1([H])[H]
4.84574,[H]ON([H])C(=O)C([H])=C([H])c1c(C(=O)N([H])C([H])([H])[C@@]([H])(S[H])c2c([H])c([H])c(C(=O)N3C([H])([H])C([H])([H])N(C([H])([H])[H])[C@@]([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C3([H])[H])c([H])c2[H])c([H])c(=O)n([H])c1[H]
4.83669,[H]c1nc(C([H])([H])[H])n([C@@]2([H])C([H])([H])C([H])([H])N([C@@]([H])(N([H])C(=O)c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@]2([H])C([H])([H])N([H])[H])c1[H]
5.15689,[H]ON([H])C(=O)C([H])=C([H])c1c([H])c([C@@]([H])(C(=O)N(O[H])OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])O[H])c(=O)n([H])c1[H]
5.15833,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])c3c([H])c([H])c4c(c3[H])OC([H])([H])[C@@]([H])(N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])O4)c([H])c2[H])c([H])n([H])c(=O)c1[H]
6.19352,[H]Sc1c(N(C(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C3=C([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c2[H])C([H])([H])[C@]([H])(N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])n([H])c(=O)c1[H]
6.19906,[H]c1nc([H])n(-c2c([H])c(SN(C(=O)OC([H])([H])C([H])([H])OC([H])([H])C(F)(F)F)C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(C([H])([H])C3([H])C([H])([H])C3([H])[H])c(=O)n2[H])c1[H]
5.34762,[H]c1nc([H])c(N([H])C(=O)[C@@]2([H])C([H])([H])N([C@@]([H])(N([H])C(=O)c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
6.26931,[H]O[C@]1([H])C([H])([H])N(N(n2c([H])c([H])c([H])c(C(=O)N([H])C([H])([H])[C@@]([H])(SC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c2=O)C([H])([H])c2c([H])c([H])nc([H])c2[H])C([H])([H])C1([H])[H]
6.27003,[H]OC([H])([H])C([H])([H])OSc1c(C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])n([C@]([H])(C([H])([H])N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)c1C(=O)N([H])N([H])[H]
5.29395,[H]SC([H])([H])c1c([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(=O)n1C(=O)N([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C(=O)C([H])([H])[H]
6.86185,[H]O[C@]1([H])C([H])([H])N([C@]2([H])N(C([H])([H])c3c([H])c([H])n(C(=O)N([H])[C@@]4([H])C([H])([H])C([H])([H])C([H])([H])[C@]4([H])C(=O)C([H])([H])[H])c(=O)c3[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]3([H])C3([H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H]
5.29038,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1F)C([H])([H])N([H])C([H])([H])[H]
4.95555,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[C@@]3([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])n(N([H])C(=O)C([H])([H])[H])c(=O)c1[H]
5.28801,[H]c1nc(C([H])([H])[H])c([H])c([H])c1[C@@]([H])(O[C@@]([H])(c1c(SC([H])([H])C(=O)OC([H])([H])[H])c([H])c([H])n([H])c1=O)N([H])C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
4.95905,[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[H])[C@]([H])(N([H])C(=O)c1c([H])c([H])c([H])n([H])c1=O)N1C([H])([H])C([H])([H])C([H])(n2c(C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])nc([H])c2[H])C([H])([H])C1([H])[H]
6.32342,[H]Oc1c([H])c([H])c([H])c([H])c1N(Sc1c([H])c([H])n(N([H])c2c([H])nc([H])c([H])c2[H])c(=O)c1N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C(=O)OC([H])([H])C([H])([H])[H]
5.24777,[H]c1c([H])c([H])n([H])c(=O)c1[C@](C([H])([H])[H])(C([H])(F)F)[C@@]([H])(OC([H])([H])[C@]([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])[H]
5.24541,[H]c1nc([H])c(-n2c([H])c([H])c(SOC([H])([H])C([H])([H])OC([H])([H])[H])c(C(=O)N([H])N([H])C([H])([H])C([H])([H])[H])c2=O)c([H])c1[H]
6.39217,[H]c1nc(N([H])n2c([H])c(N([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([C@@]([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H])c2=O)sc1[H]
4.96109,[H]c1c([H])c([H])c(C([H])([H])[C@@]([H])(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2[H])c(OC([H])([H])[H])c1[H]
5.23229,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2C([H])([H])N2C([H])([H])C([H])([H])N([H])[C@]([H])(N=C=S)C2([H])[H])c([H])n([H])c(=O)c1[H]
5.21442,[H]c1c(OC([H])([H])OC([H])([H])C([H])([H])C([H])([H])[N+](=O)[O-])c([H])n([H])c(=O)c1C(=O)N([H])[C@]([H])(N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
6.3737,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])[C@]([H])(N([H])C(=O)C1([H])C([H])([H])C1([H])[H])N(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1F)C([H])([H])N([H])C([H])([H])[H]
5.4575,[H]OC([H])([H])C([H])([H])OSc1c([H])c([H])n([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)c1C(=O)N([H])N([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
5.37241,[H]ON([H])C(=O)C(=C([H])c1c([H])c(C([H])([H])C(=O)N(O[H])OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])N([H])C([H])([H])[H])c(=O)n([H])c1[H])C([H])([H])c1c([H])c([H])c(F)c([H])c1[H]
6.09666,[H]OC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])N(c2c([H])c([H])c3c(c2[H])[C@@]([H])(c2nnn([H])n2)N(n2c([H])c([H])c(S[H])c([H])c2=O)C([H])([H])C3([H])[H])[C@@]([H])(N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C1([H])[H]
5.13867,[H]c1c([H])c([H])c(N([H])C([H])([H])[C@]2([H])N(C(=O)C([H])([H])C([H])([H])N([H])C(=O)c3c([H])c([H])c(=O)n([H])c3[H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)C([H])([H])[H])c([H])c1[H]
6.10528,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])c(C([H])([H])c2nc([H])c([H])c([H])c2[H])n([H])c(=O)c1[H]
5.2026,[H]c1c([H])c([H])n([H])c(=O)c1[C@](C([H])([H])[H])(C([H])(F)F)[C@@]([H])(O[C@@]([H])(C([H])([H])C([H])([H])N([H])[H])[C@@]([H])(c1c([H])c([H])c([H])n1[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])[H]
6.80632,[H]c1c([H])c(C([H])([H])[C@]2([H])N(C([H])([H])[H])C([H])([H])[C@@]3([H])C([H])([H])C([H])([H])N([C@]([H])(c4c([H])c(C(=O)N([H])N([H])[H])c(=O)n(C(=O)N([H])C5([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])c4[H])C([H])([H])N([H])C(=O)C([H])([H])[H])[C@]32[H])c([H])c(Cl)c1Cl
6.11464,[H]C1=C([H])C(=O)N(C([H])([H])[C@]([H])(c2c([H])c([H])c([H])n(C([H])([H])N3C([H])([H])C([H])([H])N([H])[C@@]([H])(C(=O)N([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C3([H])[H])c2=O)C([H])([H])C([H])([H])[H])C1=O
5.91788,[H]O[C@]([H])(OC(=O)C([H])([H])[H])[C@]([H])(c1c([H])c(N([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])n(N([H])c2nc([H])c([H])s2)c1=O)C([H])([H])C([H])([H])[H]
6.35998,[H]c1c([H])c(C([H])([H])[C@@]23N([C@]([H])(c4c([H])c(C(=O)N([H])N([H])[H])c(=O)n(C(=O)N([H])C5([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])c4[H])C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])N(C([H])([H])[H])C3([H])[H])c([H])c([H])c1C([H])([H])[H]
6.35717,[H]C(=O)c1c([H])c(C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([C@@]([H])(Sc2c([H])c([H])n([H])c(=O)c2[H])[C@@]([H])(C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1Cl
5.20538,[H]O[C@]1([H])C([H])([H])N([C@@]([H])(C([H])([H])C([H])([H])[H])[C@]([H])(N([H])C(=O)c2c([H])c([H])c([H])n(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c2=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[C@]([H])(OC([H])([H])[H])C1([H])[H]
5.49568,[H]c1c(C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1C(=O)N([H])[C@]([H])([C@@]([H])(SC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H])[C@@]([H])(N([H])[H])C([H])([H])[H]
4.86003,[H]OC([H])([H])[C@]([H])(c1c([H])c([H])c([H])n1N(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(N(OC([H])([H])C#N)C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])Cl
5.74483,[H]c1c([H])c(Cl)c([H])c(On2c([H])c([H])c(SOC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(C(=O)N([H])N([H])[H])c2=O)c1[H]
5.90083,[H]C([H])=C([H])[C@]([H])(OC([H])([H])C([H])([H])[H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c(C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])n(N([H])c2nc([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H]
5.60273,[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])c1nc([H])c([H])n1C1([H])C([H])([H])C([H])([H])N([C@@]([H])(N([H])C(=O)c2c([H])c([H])c([H])n([H])c2=O)[C@@]([H])(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H]
6.78594,[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])C([H])(c2c(S[H])c(N3C(=O)C([H])=C([H])C3=O)c([H])n(-c3c(F)nc([H])c(OC([H])([H])[H])c3[H])c2=O)C([H])([H])C1([H])[H]
5.75617,[H]O[C@]([H])(C([H])([H])OSc1c([H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c(F)c([H])c1[H]
