cnn_per_mw,Smiles
-0.0105096785815766,[H]O[C@]([H])(c1c([H])c([H])c(-c2c([H])c([H])c3c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c3c2[H])c([H])c1[H])n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])S(=O)(=O)N([H])[H])c1=O
-0.0133300156495848,[H]OC([H])([H])[C@@]([H])(C([H])([H])c1c([H])c(F)c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c(Cl)c(Cl)c1[H]
-0.0151481020953823,[H]O[C@]([H])(n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@]2([H])C([H])([H])c2c([H])c([H])c(C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(F)c2[H])c1=O)C([H])([H])[H]
-0.0172511727818865,[H]Oc1c(OC([H])([H])[H])c([H])nc([H])c1-n1c([H])c(N2C(=O)C([H])=C([H])C2=O)c(S[H])c([H])c1=O
-0.0138228505011401,[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(C([H])([H])c1c([H])c(F)c(C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])[H]
-0.0162567454611253,[H]c1c([H])c([H])c(N([H])C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n(C([H])([H])N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c2=O)C([H])([H])[H])c([H])c1[H]
-0.0139847579466478,[H]c1c([H])c([H])n(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])N([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
-0.0159634055914078,[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(C([H])([H])c1c([H])c(F)c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])[H]
-0.0153707545533391,[H]c1nc([H])c(-c2c([H])c([H])c(C3([H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c3sc(-c4c([H])c([H])c([H])n(-c5c([H])oc([H])c5[H])c4=O)c([H])c23)c([H])c1[H]
-0.0179724332701008,[H]OC([H])([H])C([H])([H])C([H])([H])c1c([H])c(F)c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])C([H])=C([H])[H])c1[H]
-0.0161610606813332,[H]Oc1c([H])c([H])c(-c2c([H])c([H])n(-c3c([H])oc([H])c3[H])c(=O)c2[H])c(Oc2c([H])nc([H])c([H])c2[H])c1O[H]
-0.0124383667284877,[H]OC([H])([H])C([H])([H])C([H])([H])[C@@](N([H])[C@]1([H])N(c2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])C([H])([H])OC1([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H]
-0.012447150597086,[H]Sc1c(N2C(=O)C([H])=C([C@@]([H])(OC([H])([H])[H])OC(F)(F)F)C2=O)c([H])n([H])c(=O)c1-c1c([H])c([H])c(F)c([H])c1[H]
-0.0135970648196782,[H]Oc1c([H])c([H])c([C@]([H])(C([H])([H])O[C@]([H])(C([H])([H])O[H])C([H])([H])c2c([H])c(F)c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[H])c2[H])C([H])([H])C([H])([H])[H])c([H])c1O[H]
-0.0149613988321568,[H]Sc1c(N2C(=O)C([H])=C(c3nn(C([H])([H])[H])c([H])c3[H])C2=O)c([H])n([H])c(=O)c1Br
-0.0151258523542092,[H]Sc1c(N2C(=O)C([H])=C(N(C([H])([H])C([H])([H])[H])[C@@]([H])(OC([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])[H])c2[H])c(=O)c1[H]
-0.0185366713319257,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c(C([H])([H])C([H])([H])OC([H])([H])[H])c1-c1c([H])c([H])c([H])n([H])c1=O
-0.0168091099949507,[H]OC([H])([H])C(c1c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n(N([H])c2nc([H])c([H])c([H])c2-c2c([H])nc(C([H])([H])[H])c([H])c2[H])c1[H])(C([H])([H])[H])C([H])([H])[H]
-0.0116580528818222,[H]OC([H])([H])C([H])([H])C([H])([H])[C@@](N([H])[C@]1([H])N(c2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])C([H])([H])OC1([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
-0.0204956944293881,[H]c1c(C([H])([H])N([H])C([H])([H])[H])c([H])n(C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(=O)c1[H]
-0.0144867789549941,[H]N=C(N([H])[H])[C@]([H])([C@@](c1c([H])c(C([H])=NO[H])c([H])n(-c2c([H])nn(C([H])([H])[H])c2[H])c1=O)(C([H])([H])[H])C([H])(F)F)[C@]([H])(Cl)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
-0.0167053897313436,[H]c1c([H])c(F)c([H])c(-c2c([H])c([C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]3([H])C([H])([H])N([H])[C@]([H])(OC([H])([H])C([H])([H])[H])C3([H])[H])c(=O)n([H])c2[H])c1[H]
-0.0134334231805929,[H]N=C(N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@@]([H])(C([H])([H])Cl)[C@@](c1c(-c2c([H])nn([H])c2[H])c([H])c([H])n(-c2c([H])nn(C([H])([H])[H])c2[H])c1=O)(C([H])([H])[H])C([H])(F)F
-0.0164080672825108,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1S(=O)(=O)C([H])([H])[H])n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c1=O
-0.0129502420509969,[H]Sc1c(N2C(=O)C([H])=C(N(C([H])([H])C([H])([H])[H])[C@@]([H])(N([H])[C@]([H])(c3nn([H])c([H])c3[H])C([H])([H])N([H])[H])C([H])([H])[H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])[H])c2[H])c(=O)c1[H]
-0.0163861721763219,[H]c1c([H])c([H])c(Oc2c(N=C=S)c([H])n(-c3c([H])c([H])c([H])c([H])c3[H])c(=O)c2[H])c([H])c1[H]
-0.0149894192334822,[H]c1nc([C@]([H])(O[C@]2([H])OC([H])([H])C([H])([H])N(c3c([H])c([H])n([H])c(=O)c3[H])C2([H])[H])C2([H])C([H])([H])C2([H])[H])c([H])c([H])c1[H]
-0.0186840646687327,[H]Sc1c(N2C(=O)C([H])=C(C([H])([H])OC([H])([H])[H])C2=O)c([H])n([H])c(=O)c1[H]
-0.0185509302122456,[H]c1oc([H])c(-n2c([H])c(C([H])([H])c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])c([H])c([H])c2=O)c1[H]
-0.0145370055707852,[H]c1nc(C([H])([H])[C@]([H])(c2c([H])c([H])c([H])n([H])c2=O)[C@]([H])(C([H])([H])O[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C(F)(F)F)C([H])([H])N(C([H])([H])[H])C([H])([H])[H])n(C([H])([H])[H])c1[H]
-0.0194625919611903,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])n1c([H])c([H])c([H])c([C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c1=O
