cnn_per_mw,Smiles
-0.0162474742136644,[H]c1c([H])c([H])c(N([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2Cl)C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])c([H])c1[H]
-0.0127555241631787,[H]c1c(Cl)sc(-c2c(Cl)c([H])c(Cl)c([H])c2C([H])([H])[C@@]([H])(C([H])([H])C(F)(F)F)[C@@]([H])(c2c([H])c(SC([H])([H])C([H])([H])[H])c([H])n([H])c2=O)C([H])([H])[H])c1[H]
-0.0142129066318065,[H]N=C(c1c(SC([H])([H])c2c([H])c([H])c(C([H])=O)c(Cl)c2[H])c([H])c(=O)n([H])c1[H])N([H])C([H])([H])S(=O)(=O)C([H])([H])[H]
-0.0127655917059107,[H]c1c(S[C@@]([H])(C([H])([H])Cl)C([H])([H])N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(C(F)(F)F)C([H])([H])C([H])([H])N([H])C([H])([H])[H]
-0.0143960480667705,[H]N=C(c1c(SC([H])([H])c2c([H])c([H])c(C([H])=O)c(Cl)c2[H])c([H])c(=O)n(S(=O)(=O)C([H])([H])C([H])([H])[H])c1[H])N([H])[H]
-0.0141952206788855,[H]c1nc(C([H])([H])[C@@]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2Cl)[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])c2c([H])c(Cl)c([H])c(Cl)c2[H])c([H])c([H])c1C([H])([H])[H]
-0.0170050380078859,[H]c1c([H])c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])c(Cl)c1[H]
-0.0145948371873808,[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])C([H])([H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])Cl)c(Cl)c1[H]
-0.015168182164261,[H]c1nc([H])c(N(C([H])([H])c2c([H])c([H])c(Cl)c([H])c2C([H])([H])Sc2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])C([H])([H])[H])nc1[H]
-0.0173037840054331,[H]c1c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c(=O)n(OC([H])(F)F)c1[H]
