cnn_per_mw,Smiles
-0.0133017883363738,[H]c1nc([H])c([H])c([C@]([H])(C([H])([H])c2c([H])nc(OC([H])([H])[H])c([H])c2[H])[C@@]([H])(c2c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c(SC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])n([H])c2=O)C([H])([H])[H])c1[H]
-0.0135360426680823,[H]C1=C([H])C(=O)N(c2c(Sc3c([H])nc([H])nc3[H])c(Br)c(=O)n(-c3c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])c2[H])C1=O
-0.0150956876490063,[H]C(=C(C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(N([H])c2nc([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H]
-0.0110420590884426,[H]OC(=O)C(O[H])=C(C(=O)N([H])c1c([H])c([H])c(F)c([H])c1[H])C(=O)C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(c1c(C([H])([H])c2nc([H])c([H])c([H])c2[H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0116192163774659,[H]O[C@@](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])N([H])[H])[C@@]1([H])C([H])([H])OC([H])([H])[C@]([H])(c2c([H])c([H])c([H])c(C#N)c2[H])[C@@]1([H])Sc1c(-c2c([H])c([H])c([H])c(N([H])[H])c2[H])c(N=C=S)n([H])c(=O)c1[H]
-0.0120629058421007,[H]OC1([H])C([H])([H])C([H])([H])N(c2c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])C([H])([H])c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c3nc([H])c([H])c([H])c3c2OC([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])C1([H])[H]
-0.0110646946080645,[H]Sc1c(-c2c([H])c([H])c(-c3c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c([H])c3[H])c(N(C(=O)N([H])SC([H])([H])[H])N([H])c3nc([H])c([H])c([H])c3[H])c2[H])c(N=C=S)n([H])c(=O)c1[C@]([H])(N([H])[H])C([H])([H])[H]
-0.0133861736287746,[H]C(=C(C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(N([H])c2nc([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H]
-0.01448465986638,[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])c2c([H])c([H])c(=O)n([H])c2C([H])([H])c2c([H])c([H])c([H])c(Cl)c2[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H])c(Cl)c1[H]
-0.0142547302400734,[H]Sc1c([H])c([H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[C@@]2([H])O[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(=O)c1[H]
-0.0155545686688131,[H]Sc1c(N2C(=O)C([H])=C(C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])C2=O)c([H])n([H])c(=O)c1[H]
-0.0151969570354148,[H]O[C@]([H])(c1c([H])c([H])c([H])c(C([H])([H])c2c([H])c([H])c([H])c(Cl)c2[H])c1[H])n1c([H])c([H])c([H])c([C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c1=O
-0.0112445192912334,[H]OC(=O)[C@@](c1c([H])c(S[H])c([H])c(=O)n1[H])(n1c([H])nc([H])c1[H])C([H])([H])C(=O)N(O[H])[C@@]([H])(C(=O)N([H])O[H])c1nc([H])c([H])s1
-0.0134924027248339,[H]c1c([H])c([H])c([C@]([H])(c2c([H])c(C(F)(F)F)c([H])c([H])c2-c2c([H])c([H])n(C(=O)N([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@]3([H])C(=O)C([H])([H])[H])c(=O)c2[H])C([H])([H])[H])c([H])c1[H]
-0.0165381176581311,[H]c1nc(Cl)c([H])c([H])c1[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0130508322509211,[H]C(=C1SC(=O)N([H])C1=O)n1c([H])c(C([H])([H])N([H])[H])c([H])c(-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c(N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c2[H])c1=O
-0.0113289743020875,[H]c1c([H])c([H])c(C([H])([H])[C@@]([H])(Cl)[C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])N([H])[H])[C@]([H])(N([H])C(=O)c2c([H])c([H])c([H])n([H])c2=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H])c([H])c1[H]
-0.0109519593097536,[H]c1nc(N([H])[H])nc(N([H])C([H])([H])[H])c1-c1c([H])c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(=O)n(-c3c([H])c([H])c(Cl)c([H])c3Cl)c2[H])c(Cl)c1[H]
-0.0126405768919137,[H]c1nc(C([H])([H])c2nc([H])c([C@@]([H])(c3nc([H])c([H])c([H])c3C(F)(F)F)[C@@]([H])(C3([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C3([H])[H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[H])c([H])c2[H])c([H])c([H])c1[H]
-0.0118914949020758,[H]c1c([H])c([C@@]([H])(c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])Sc2c([H])c(N=C=S)n([H])c(=O)c2[H])c([H])c([H])c1Br
-0.0167685027147503,[H]c1c([H])c([H])n(C(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(F)(F)F
-0.0128459653197889,[H]ON([H])C(=O)C([H])=C([H])c1c(C(=O)N(c2c([H])c(Cl)c([H])c(Cl)c2[C@]2([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])n([H])c(=O)c1[H]
-0.011249807134066,[H]OC([H])([H])[C@]([H])(N([H])C([H])([H])[C@@]([H])(c1nc([H])c([H])c([H])c1C(F)(F)F)C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]1([H])C([H])([H])N([H])[C@@]1([H])C([H])([H])[C@@]1([H])c1c([H])c([H])c([H])c([H])c1[H]
-0.0117190196937466,[H]c1c([H])c(N([H])c2c(Cl)c([H])c(S(=O)(=O)c3c([H])c([H])c(Cl)c([H])c3[H])c([H])c2[C@]([H])(Sc2c([H])c([H])n([H])c(=O)c2[H])N2C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1F
-0.0123867466319907,[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)c2c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])n([H])c2=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])c2c([H])c([H])c(F)c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])[H])o1
-0.0126339134075343,[H]Oc1c([H])c([H])c([H])c([H])c1-c1nc(C([H])([H])C(=O)[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])N([H])C(=O)n2c([H])c([H])c([H])c([H])c2=O)n(C([H])([H])c2c([H])c([H])c3c(c2[H])c([H])c([H])n3[H])c1[H]
-0.0100769965248864,[H]OC(=O)[C@@](c1c([H])c(S[H])c([H])c(=O)n1[H])(n1c([H])nc([H])c1[H])C([H])([H])C(=O)N(O[H])[C@@](C(=O)N([H])O[H])(c1nc([H])c([H])s1)N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H]
-0.0212746028310943,[H]Sc1c([H])c(N=C=S)n([H])c(=O)c1[H]
-0.0118466484640615,[H]OC(=O)[C@]([H])(c1c([H])c(S[H])c([H])c(=O)n1[H])C([H])([H])C(=O)N(O[H])[C@@]([H])(C(=O)N([H])O[H])c1nc([H])c([H])s1
-0.0138074318861251,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n(N([H])C([H])([H])[H])c1[H])C([H])([H])[C@]([H])(c1c([H])c([H])nn1C([H])([H])c1c([H])nc([H])c2c([H])c([H])c([H])c([H])c12)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
-0.017188435579732,[H]OC(=O)[C@]([H])(c1c([H])c(S[H])c([H])c(=O)n1[H])C([H])([H])C(=O)N([H])O[H]
-0.0146874119005829,[H]c1sc(C(=O)c2c([H])c([H])c(C([H])([H])Sc3c([H])c([H])n([H])c(=O)c3[H])c(N([H])[H])c2Cl)c(-c2nn(C([H])([H])[H])c([H])c2[H])c1[H]
-0.013283687821465,[H]O[C@@]1([H])C([H])([H])N(c2c([H])c([H])c(Cl)c([H])c2C([H])([H])Sc2c([H])c([H])n([H])c(=O)c2-n2c([H])c([H])c([H])c2[H])[C@]([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H]
-0.0131915812952002,[H]OC(=O)C(O[H])=C([H])C(=O)C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(c1c(C([H])([H])c2nc([H])c([H])c([H])c2[H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
-0.013415790189941,[H]c1c(F)c([C@]2([H])N(C([H])([H])n3c([H])c(-c4c([H])c([H])c5c(c4[H])c([H])c([H])n5[H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c3=O)C([H])([H])C([H])([H])N([H])C2([H])[H])c(F)c([H])c1-c1nnnn1[H]
-0.0125258483604754,[H]OC(=O)[C@]([H])(c1c([H])c(S[H])c([H])c(=O)n1[H])C([H])([H])C(=O)N(O[H])C([H])([H])C(=O)N([H])O[H]
-0.0133582703688732,[H]Sc1c([H])c([H])n(N2C([H])([H])C([H])([H])c3c([H])c(OC([H])([H])C4([H])C([H])([H])C4([H])[H])c([H])c([H])c3[C@@]2([H])O[C@]2([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c(=O)c1[H]
-0.0126917264618727,[H]c1nc(C#C[C@]([H])(c2c([H])c([H])c(=O)n([H])c2C([H])([H])c2c([H])c([H])c([H])c(Cl)c2[H])N([H])C([H])([H])c2c(Cl)c([H])c([H])c(C#N)c2N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1[H]
-0.0114450458931513,[H]OC(=O)[C@]([H])(c1c([H])c(S[H])c([H])c(=O)n1[H])C([H])([H])C(=O)N(O[H])[C@@]([H])(C(=O)N(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])c1nc([H])c([H])s1
-0.0133055811266944,[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])c2c([H])c([H])c(=O)n([H])c2C([H])([H])c2c([H])c([H])c([H])c(Cl)c2[H])C([H])([H])C([H])([H])N(N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c(Cl)c1[H]
-0.0120139409017173,[H]OC(=O)[C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(C([H])([H])c1nc([H])c([H])c([H])c1C(F)(F)F)[C@@]([H])(c1c([H])c(-c2c([H])c([H])c(S[H])c([H])c2C([H])([H])[H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0149188555363657,[H]ON([H])C(=O)[C@@]([H])(C([H])([H])c1c([H])c(S[H])c([H])c(=O)n1[H])P(=O)(O[H])O[H]
-0.0197313950412899,[H]ON([H])C(=O)C([H])([H])C([H])([H])c1c([H])c(S[H])c([H])c(=O)n1[H]
