Smiles,id,name,cnnaff_pos,cnnaff,MW,HBA,HBD,LogP,Pass_Ro5,has_pains,has_unwanted_subs,has_prob_fgs,synthetic_accessibility,cnn_per_mw,Mol,TPSA,QED,N_RotBonds
[H]Oc1c([H])c([H])c([C@]([H])(C([H])([H])c2c([H])c([H])c([H])c3c(-c4nc([H])c(N([H])[H])nc4[H])c([H])c([H])nc23)[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c1[H],5653,fegrow_gen/c1([C@@H](C)[C@@H](Cc2cccc3c(-c4cnc(N)cn4)ccnc23)c2ccc(O)cc2)ccc[nH]c1=O.sdf,6.26677,0.0142965636342482,438.341,6,3,4.7979,True,False,False,False,7.97521205817717,-0.0142965636342482,<rdkit.Chem.rdchem.Mol object at 0x7ff0d7908ba0>,117.78,0.3329754887375955,6
[H]C(=C1SC(=S)N([H])C1=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])ON(C(=O)n1c(C(=O)c2oc([H])c([H])c2[H])c([H])c([H])c([H])c1=O)C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],5757,fegrow_gen/c1ccc(C(=O)c2ccco2)n(C(=O)N(C2CCCC2)OCCCCC=C2SC(=S)NC2=O)c1=O.sdf,6.25841,0.012761509176959,490.413,9,1,4.0187,True,True,True,True,6.31122673850889,-0.012761509176959,<rdkit.Chem.rdchem.Mol object at 0x7ff0d790b920>,110.85,0.1753050861753345,9
[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c2-c2c([H])nc(C(F)(F)F)c([H])c2[H])c(=O)c1[H],35,fegrow_gen/c1c(S)c(N2C(=O)C=CC2=O)cn(-c2cncc(OCCCCCCC)c2-c2ccc(C(F)(F)F)nc2)c1=O.sdf,7.39369,0.0138619038512735,533.382,8,1,5.3806,False,False,True,True,4.0072865400045,-0.0138619038512735,<rdkit.Chem.rdchem.Mol object at 0x7ff0d7190430>,94.39,0.2040496658426796,10
[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])[H])c2O[C@]2([H])N=C(N([H])n3nc([H])nc3[H])O[C@@]2([H])N([H])C(=O)C([H])([H])C([H])([H])[H])c(=O)c1[H],3821,fegrow_gen/c1c(S)c(N2C(=O)C=CC2=O)cn(-c2cncc(OC)c2O[C@H]2C(NC(=O)CC)OC(Nn3cncn3)=N2)c1=O.sdf,6.44505,0.011795997628007,546.376,15,3,-0.262200000000001,False,False,True,True,7.25841852887588,-0.011795997628007,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f2e2d0>,184.16,0.2406290243034736,8
[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])[H])c2O[C@]2([H])N=C(N([H])[H])O[C@@]2([H])c2c([H])oc([H])c2[H])c(=O)c1[H],7727,fegrow_gen/c1c(S)c(N2C(=O)C=CC2=O)cn(-c2cncc(OC)c2O[C@H]2C(c3ccoc3)OC(N)=N2)c1=O.sdf,6.08086,0.0127125018553864,478.337,12,2,1.3433,True,False,True,True,5.89426826096979,-0.0127125018553864,<rdkit.Chem.rdchem.Mol object at 0x7ff0d7985ee0>,151.48000000000002,0.3811992976439003,6
[H]c1c([H])c(S(=O)(=O)N([H])S(=O)(=O)N([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c([H])c1Cl,13680,fegrow_gen/c1([C@@H](C)[C@@H](C)NS(NS(=O)(=O)c2ccc(Cl)cc2)(=O)=O)ccc[nH]c1=O.sdf,5.34917,0.0133140767806296,401.768,5,3,1.3332,True,False,False,False,6.30446252588521,-0.0133140767806296,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6cee260>,125.2,0.623884047349525,7
[H]OC([H])([H])C(c1c(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(S[H])c(-c2c([H])c([H])c([H])c(C([H])([H])N([H])[H])c2[H])c(=O)n1[H])(C([H])([H])[H])C([H])([H])[H],10015,fegrow_gen/c1(-c2cccc(CN)c2)c(S)c(N(CC)CC)c(C(C)(C)CO)[nH]c1=O.sdf,5.85867,0.0169176104370123,346.306,5,4,2.9054,True,False,True,False,7.59183739531869,-0.0169176104370123,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70f90e0>,82.35,0.5609833618421285,7
[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])C(=O)N3C([H])([H])C([H])([H])OC([H])([H])[C@@]3([H])S(=O)(=O)c3c([H])c([H])c(Cl)c([H])c3[H])c2[H])c(=O)c1[H],3200,fegrow_gen/c1c(S)c(N2C(=O)C=CC2=O)cn(-c2cncc(OCC(=O)N3C(S(=O)(=O)c4ccc(Cl)cc4)COCC3)c2)c1=O.sdf,6.51308,0.0109299488330958,595.893,11,1,1.6416,False,False,True,True,6.02489568841743,-0.0109299488330958,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f3d0e0>,145.17999999999998,0.3092344160537483,7
[H]Sc1c([H])c([H])n([H])c(=O)c1[H],15716,fegrow_gen/c1c(S)cc[nH]c1=O.sdf,3.48116,0.0285041923228088,122.128,2,2,0.6636,True,False,True,False,6.94075023951932,-0.0285041923228088,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6d26500>,32.86,0.4930618746614926,0
[H]OC([H])([H])[C@@]([H])(C([H])([H])c1c([H])c(F)c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])[H],11646,fegrow_gen/c1([C@@H](C)CCc2cc(CC(CO)CCC)cc(F)c2)ccc[nH]c1=O.sdf,5.67689,0.0178949608175668,317.234,2,2,4.2014,True,False,False,False,8.23082795755568,-0.0178949608175668,<rdkit.Chem.rdchem.Mol object at 0x7ff0d71760a0>,53.09,0.7154599762795293,9
[H]C([H])=C([H])C(=O)N([H])[C@@]([H])(N1C([H])([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])C1([H])[H])[C@@]([H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])c1c([H])c([H])c([H])c(C(=O)N([H])[H])c1[H],20,fegrow_gen/c1([C@@H](Cc2cccc(C(N)=O)c2)[C@@H](C(NC(=O)C=C)N2CCc3ccccc3C2)C2CCCC2)ccc[nH]c1=O.sdf,7.48142,0.0149512378394365,500.388,4,3,4.2931,True,False,True,True,8.79108998560045,-0.0149512378394365,<rdkit.Chem.rdchem.Mol object at 0x7ff0d7191000>,108.29,0.3347124654582027,10
[H]N=[N+]=NC([H])([H])N(C([H])([H])[H])S(=O)(=O)C1=C(C([H])=C2SC(=S)N([H])C2=O)C(=O)N(c2c(S[H])c([H])c(=O)n(-c3c(F)nc([H])c(OC([H])([H])[H])c3[H])c2[H])C1=O,492,fegrow_gen/c1c(S)c(N2C(=O)C(C=C3SC(=S)NC3=O)=C(S(=O)(=O)N(CN=[N+]=N)C)C2=O)cn(-c2c(F)ncc(OC)c2)c1=O.sdf,6.9961,0.0112198618866932,623.546,14,3,0.59747,False,True,True,True,7.14073024937224,-0.0112198618866932,<rdkit.Chem.rdchem.Mol object at 0x7ff0d727a570>,198.29,0.0699179391387513,8
[H]C([H])=C([H])C([H])([H])O[C@]1([H])O[C@]([H])(OC([H])([H])C([H])([H])F)C([H])([H])N(S(=O)(=O)C([H])([H])n2nc([H])c(-n3c([H])c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H])c3=O)c2[H])C1([H])[H],4413,fegrow_gen/c1([C@@](C)(CC)C(F)F)cccn(-c2cnn(CS(=O)(=O)N3CC(OCCF)O[C@@H](OCC=C)C3)c2)c1=O.sdf,6.38567,0.0123433706527285,517.336,9,0,2.4272,True,False,True,False,8.40188642020825,-0.0123433706527285,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f1e810>,104.89,0.3542764104229902,13
[H]OP(=O)(O[H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])c1c(S[H])c([H])c([H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c([H])c(N4C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C4([H])[H])c3[C@@]2([H])c2nnn([H])n2)c1=O,4277,fegrow_gen/c1(NCCOCCP(=O)(O)O)c(S)ccn(N2CCc3cccc(N4CCN(CC)CC4)c3[C@H]2c2nn[nH]n2)c1=O.sdf,6.39965,0.0112398002016249,569.374,12,5,0.6819,False,False,True,False,8.47020536601936,-0.0112398002016249,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f22c00>,164.96999999999997,0.1181413570001029,11
[H]C([H])=C([H])C(=O)N([H])OC(=O)c1c(C([H])(c2c([H])c([H])c([H])c(=O)n2[H])N([H])C([H])([H])C([H])([H])[H])c(C([H])([H])c2c(N([H])C([H])([H])c3c([H])c([H])nc([H])c3[H])nc([H])c(F)c2[H])nn1[H],8441,fegrow_gen/c1ccc(C(c2c(Cc3c(NCc4ccncc4)ncc(F)c3)n[nH]c2C(=O)ONC(=O)C=C)NCC)[nH]c1=O.sdf,6.01493,0.0115817170408224,519.347,9,5,2.3029,True,False,True,True,7.82838674766567,-0.0115817170408224,<rdkit.Chem.rdchem.Mol object at 0x7ff0d78d5a10>,166.78,0.1400812855051655,11
[H]Sc1c([H])c([H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[C@@]2([H])N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2N2C([H])([H])C([H])([H])[C@]([H])(OC([H])([H])[H])C([H])([H])[C@]2([H])OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(=O)c1[H],3174,fegrow_gen/c1c(S)ccn(N2CCc3ccccc3[C@H]2NCCc2ccccc2N2CCC(OC)CC2OCc2ccccc2)c1=O.sdf,6.51588,0.0117091631819464,556.477,8,2,5.32030000000001,False,False,True,False,8.90238335739446,-0.0117091631819464,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6f3c580>,58.970000000000006,0.2418991696093748,10
[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])N([H])[H])c2O[C@]2([H])N=C(N([H])[H])O[C@@]2([H])c2c([H])oc([H])c2[H])c(=O)c1[H],6334,fegrow_gen/c1c(S)c(N2C(=O)C=CC2=O)cn(-c2cncc(OCN)c2O[C@H]2[C@H](c3ccoc3)OC(N)=N2)c1=O.sdf,6.20542,0.0126038298425491,492.344,13,3,0.6297,False,False,True,True,6.62373163559223,-0.0126038298425491,<rdkit.Chem.rdchem.Mol object at 0x7ff0d78e37d0>,177.5,0.2319469437888322,7
[H]O[C@]([H])(n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])[C@]([H])(c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])[C@]2([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c1=O)C([H])([H])[H],7453,fegrow_gen/c1([C@@H](C)CC[C@H]2[C@@H](Cc3cccc(F)c3)C2c2ccc(C)cc2)cccn([C@H](C)O)c1=O.sdf,6.10491,0.0152124163055585,401.311,3,1,5.96282,True,False,False,False,8.68608629079551,-0.0152124163055585,<rdkit.Chem.rdchem.Mol object at 0x7ff0d797e5e0>,42.23,0.4760138947755894,8
[H]C([H])=C([H])C(=O)N([H])OC(=O)c1c(C([H])(c2c([H])c([H])c([H])c(=O)n2[H])N([H])C([H])([H])C([H])([H])[H])c(C([H])([H])C([H])([H])N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])nn1[H],13579,fegrow_gen/c1ccc(C(c2c(CCNC3CCCC3)n[nH]c2C(=O)ONC(=O)C=C)NCC)[nH]c1=O.sdf,5.37052,0.0130263898321529,412.28,7,5,1.2456,True,False,True,True,8.13379773612613,-0.0130263898321529,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6ceb5a0>,141.0,0.2753653889755966,10
[H]ON([H])C(=O)C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])[C@@]([H])(N([H])[H])C([H])([H])OC([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])N([H])C(=O)n1c([H])c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])[H])c1=O,10016,fegrow_gen/c1(CNC(C)=O)cccn(C(=O)N[C@H]2CCC[C@@H]2C(COC[C@H](N)C2C(CC(=O)NO)CCCC2)=O)c1=O.sdf,5.85863,0.011852041414971,494.314,9,5,0.8257,True,False,True,False,8.86811306819348,-0.011852041414971,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70f9150>,181.85,0.204636639291856,11
[H]C#C[C@@]1([H])[C@]([H])(C(=O)C([H])([H])[H])[C@@](c2c([H])nnc([H])c2[H])(N([H])C(=O)n2c([H])c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c2=O)C([H])([H])[C@@]1([H])N=C=S,10241,fegrow_gen/c1(C(C)C)cccn(C(=O)N[C@@]2(c3ccnnc3)C[C@@H](N=C=S)[C@@H](C#C)[C@@H]2C(C)=O)c1=O.sdf,5.83692,0.0136903779037039,426.352,8,1,2.5446,True,False,True,True,8.12130994507389,-0.0136903779037039,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70ff450>,106.31,0.427168333550983,5
[H]Sc1c([H])c([H])n(N2[C@]([H])(c3nnn([H])n3)c3c([H])c([H])c([H])c([H])c3[C@@]([H])(C([H])([H])n3nc([H])nc3[H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[H])c(=O)c1[H],9546,fegrow_gen/c1c(S)ccn(N2[C@@H](CCC)C(Cn3cncn3)c3ccccc3[C@H]2c2nn[nH]n2)c1=O.sdf,5.9061,0.0138523782718829,426.36,10,2,1.9353,True,False,True,False,8.06316513530641,-0.0138523782718829,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70ec200>,110.41,0.4329024697663674,6
[H]Sc1c(N2C([H])([H])C([H])([H])[C@@]2([H])c2nc3c([H])c([H])c([H])c([H])c3c([H])c2[H])c([H])n([H])c(=O)c1[H],12142,fegrow_gen/c1c(S)c(N2C(c3ccc4ccccc4n3)CC2)c[nH]c1=O.sdf,5.61281,0.019073414572813,294.274,4,2,3.1632,True,False,True,False,7.95135361877792,-0.019073414572813,<rdkit.Chem.rdchem.Mol object at 0x7ff0d716bb50>,48.99,0.7149557548212099,2
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])c1nn([H])c(C(=O)ON([H])C(=O)C([H])=C([H])[H])c1C([H])(c1c([H])c([H])c([H])c(=O)n1[H])N([H])C([H])([H])C([H])([H])[H],14391,fegrow_gen/c1ccc(C(c2c(CCCCO)n[nH]c2C(=O)ONC(=O)C=C)NCC)[nH]c1=O.sdf,5.17135,0.0136721755292288,378.239,7,5,0.4859,True,False,True,True,7.6815791368967,-0.0136721755292288,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6d01c40>,149.2,0.2200453980350671,10
[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])[H])c2O[C@]2([H])N=C(N([H])n3nc([H])nc3[H])OC2([H])[H])c(=O)c1[H],6261,fegrow_gen/c1c(S)c(N2C(=O)C=CC2=O)cn(-c2cncc(OC)c2O[C@H]2COC(Nn3cncn3)=N2)c1=O.sdf,6.21232,0.0129332531118777,480.337,14,2,-0.1145,True,False,True,True,7.76283437643042,-0.0129332531118777,<rdkit.Chem.rdchem.Mol object at 0x7ff0d78e17e0>,155.06,0.3486751873864553,6
[H]c1nc(Cl)c([H])c([H])c1[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])N([H])C([H])([H])[H])[C@@]1([H])N([H])[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],5717,fegrow_gen/c1([C@@H](CNC)CC[C@@H]2CC[C@H](c3ccc(Cl)nc3)[C@@H]2NC2CCC(OC(C)(C)C)CC2)ccc[nH]c1=O.sdf,6.26214,0.0129434136198375,483.809,5,3,5.7848,False,False,True,False,9.03419683658171,-0.0129434136198375,<rdkit.Chem.rdchem.Mol object at 0x7ff0d790a7a0>,79.04,0.3403139255967595,10
[H]c1nc([C@@]2([H])C([H])([H])[C@@]2([H])c2c([H])c([H])c([H])n([H])c2=O)n([H])c1[H],15655,fegrow_gen/c1(C2CC2c2ncc[nH]2)ccc[nH]c1=O.sdf,4.05054,0.0213028226421445,190.141,2,2,1.3691,True,False,False,False,4.24677980182792,-0.0213028226421445,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6d24a50>,61.54,0.7703978425153818,2
[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])C(=O)N3C([H])([H])C([H])([H])O[C@]([H])(c4c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c4[H])C3([H])[H])c2[H])c(=O)c1[H],6830,fegrow_gen/c1c(S)c(N2C(=O)C=CC2=O)cn(-c2cncc(OCC(=O)N3CC(c4cc(OC)cc(OC)c4)OCC3)c2)c1=O.sdf,6.15994,0.0111513319273346,552.395,11,1,1.9467,False,False,True,True,7.45829908868369,-0.0111513319273346,<rdkit.Chem.rdchem.Mol object at 0x7ff0d796d310>,129.5,0.3149691459431917,8
[H]C#Cc1c(C(=O)c2c(S[H])c([H])c(N=C=S)n([H])c2=O)sc(N2C([H])([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C2([H])[H])c1[H],10392,fegrow_gen/c1(C(=O)c2c(C#C)cc(N3CCC(OC)CC3)s2)c(S)cc(N=C=S)[nH]c1=O.sdf,5.82257,0.0140496539809086,414.428,8,2,3.2869,True,False,True,True,7.50838207204173,-0.0140496539809086,<rdkit.Chem.rdchem.Mol object at 0x7ff0d71036f0>,74.76,0.2498607911536997,5
[H]c1nc(N([H])[H])nc([H])c1-c1c([H])c([C@]2([H])C([H])([H])[C@]2([H])c2nc([H])c([H])n2[H])c(=O)n([H])c1[H],12389,fegrow_gen/c1([C@@H]2C[C@@H]2c2ncc[nH]2)cc(-c2cnc(N)nc2)c[nH]c1=O.sdf,5.57478,0.0198952913213849,280.206,5,3,1.4083,True,False,False,False,3.65370934372567,-0.0198952913213849,<rdkit.Chem.rdchem.Mol object at 0x7ff0d7162880>,113.33999999999996,0.6755287239975379,3
[H]Sc1c(N2C([H])([H])C([H])([H])[C@@]2([H])c2nc(OC([H])([H])[H])c([H])c([H])c2[H])c([H])n([H])c(=O)c1[H],13891,fegrow_gen/c1c(S)c(N2C(c3cccc(OC)n3)CC2)c[nH]c1=O.sdf,5.30451,0.0193425831388564,274.24,5,2,2.0186,True,False,True,False,7.92506225038976,-0.0193425831388564,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6cf3f40>,58.220000000000006,0.8488167888247192,3
[H]N=C(N([H])[H])[C@]([H])(c1c([H])nc([H])nc1S(=O)(=O)c1c([H])c([H])c([H])c([H])c1[H])[C@@]([H])([C@@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H],7933,fegrow_gen/c1([C@@H](C)[C@@H](C(c2c(S(=O)(=O)c3ccccc3)ncnc2)C(=N)N)[C@@H]2CCNC2)ccc[nH]c1=O.sdf,6.06152,0.0133994738819992,452.37,7,4,2.04667,True,False,True,False,8.4623104060486,-0.0133994738819992,<rdkit.Chem.rdchem.Mol object at 0x7ff0d798b990>,154.67999999999998,0.2184150607509039,8
[H]Sc1c(N2C(=O)C([H])=C(N([H])N([H])[H])C2=O)c([H])n([H])c(=O)c1[H],15546,fegrow_gen/c1c(S)c(N2C(=O)C=C(NN)C2=O)c[nH]c1=O.sdf,4.41617,0.018084900753918,244.191,6,4,-1.116,True,False,True,True,6.48240556309972,-0.018084900753918,<rdkit.Chem.rdchem.Mol object at 0x7ff0d6d21a10>,108.29,0.2307605947071121,2
[H]c1c([H])c(F)c([H])c(C([H])([H])[C@@]2([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([C@@]([H])(OOC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c2=O)C([H])([H])[H])c1[H],8186,fegrow_gen/c1([C@@H](C)CC[C@H]2[C@@H](Cc3cccc(F)c3)C2)cccn([C@H](C)OOCC(C)C)c1=O.sdf,6.04172,0.0158460122168397,381.277,4,0,5.87260000000001,True,False,True,True,8.69377871366173,-0.0158460122168397,<rdkit.Chem.rdchem.Mol object at 0x7ff0d791a960>,40.46,0.3402107198227678,11
