cnnaff,Smiles
4.42762,[H]c1c([H])c([H])c(C([H])([H])N([H])C([H])([H])[C@]([H])(OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2[H])N([H])C([H])([H])[H])c([H])c1[H]
4.42774,[H]c1c(N2C([H])([H])C([H])([H])O[C@@]([H])([C@@]3([H])C([H])([H])N([H])C([H])([H])C3([H])[H])[C@@]2([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c(=O)n(Cl)c1[H]
5.03839,[H]OC(=O)c1c([C@]([H])(c2c([H])c([H])c([H])c(=O)n2[H])C(F)(F)P(=O)(O[H])O[H])c(C([H])([H])[H])nn1N([H])C([H])(P(=O)(O[H])O[H])P(=O)(O[H])O[H]
4.99208,[H]ON([H])C(=O)C([H])=C(c1c([H])c(C([H])([H])C(=O)N([H])O[H])c(=O)n([H])c1[H])C([H])([H])C(=O)OC([H])([H])[H]
4.40264,[H]c1c([H])c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c(C([H])([H])C([H])([H])N([H])[H])c(=O)n([H])c2[H])c(Cl)c1[H]
5.0846,[H]c1c(SN([H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])C(F)(F)F)c(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])n([H])c1=O
5.32314,[H]c1c(N2C([H])([H])C([H])([H])O[C@@]([H])([C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c([H])c(=O)n([H])c1[H]
5.68979,[H]c1oc([H])c(-n2c([H])c([H])c(O[C@]([H])(OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C(=O)N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])N3C([H])([H])C([H])([H])O[C@]([H])(C([H])([H])Oc4c([H])c([H])c([H])c([H])c4[H])C3([H])[H])c([H])c2=O)c1[H]
4.39653,[H]c1nnc([H])c(C([H])([H])OC([H])([H])C([H])([H])[C@@]2([H])N(c3c([H])c([H])n([H])c(=O)c3[H])C([H])([H])C([H])([H])OC2([H])[H])c1[H]
5.03995,[H]N=C(N([H])OC([H])([H])C(F)(F)F)[C@]([H])(O[H])C([H])([H])OSc1c([H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])[H]
4.44739,[H]c1c(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c(=O)n([H])c1[H]
4.46506,[H]OC([H])([H])C([H])([H])[C@@]([H])(c1c([H])c(C([H])([H])OC([H])([H])[H])c([H])n([C@]([H])(O[H])c2c([H])c([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H]
4.4687,[H]c1c(SN([H])C(=O)OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])O[C@]([H])(C([H])([H])N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])C2([H])[H])c([H])c(=O)n([H])c1[H]
5.33065,[H]OC([H])([H])[C@]([H])(OSc1c([H])c([H])n(S(=O)(=O)N([H])[H])c(=O)c1C(=O)N([H])N([H])[H])[C@@](O[H])(C([H])([H])c1sc([H])c([H])c1[H])C([H])([H])N([H])C([H])([H])[H]
3.91984,[H]OC([H])([H])[C@]([H])(OSc1c([H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])[H])[C@]([H])(O[H])C([H])([H])N([H])C([H])([H])[H]
4.72212,[H]ON([H])C(=O)C([H])([H])c1c([H])c(C([H])=C([H])C(=O)N(O[H])OC([H])([H])C([H])([H])N([H])[H])c([H])n([H])c1=O
5.09973,[H]c1c(S[C@@]2([H])C([H])([H])C([H])([H])[C@]([H])(N3C([H])([H])C([H])([H])N(C([H])([H])N([H])C([H])([H])[H])C([H])([H])C3([H])[H])C2([H])[H])c([H])c(=O)n([H])c1N=C=S
4.97906,[H]O[C@]([H])(n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C2(N([H])S(=O)(=O)C([H])([H])[H])C([H])([H])C2([H])[H])c1=O)C([H])([H])[H]
5.10133,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H]
5.10315,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])n1c([H])c([H])c([H])c([C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c1=O
4.38474,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(c1c(C([H])([H])N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
4.97584,[H]O[C@]([H])([C@@]([H])(c1nn([H])c([H])c1[H])N([H])[H])[C@]([H])(OSc1c([H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H]
5.10523,[H]c1c(SN([H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])C(F)(F)F)c([H])c(=O)n(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c1[H]
5.27289,[H]N=[N+]=N[C@]([H])(c1nn([H])c(C(=O)O[H])c1[C@@]([H])(OC([H])([H])C(=O)O[H])c1c([H])c([H])c([H])c(=O)n1[H])N([H])C(=O)OC([H])([H])C([H])([H])[H]
4.37385,[H]c1c([C@]([H])(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])N([H])C([H])([H])[H])c([H])n(SC(F)(F)F)c(=O)c1[H]
3.96502,[H]c1c(Br)c(C(=O)N([H])C([H])([H])[H])c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(=O)n1[H]
4.97218,[H]c1c(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c(OC2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])n([H])c1=O
4.75245,[H]OC([H])([H])C([H])([H])c1c([H])c([H])c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c(C([H])([H])C([H])([H])N([H])[H])c(=O)n([H])c2[H])c1Cl
5.02387,[H]OC([H])([H])C([H])([H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])N([H])C([H])([H])C([H])([H])OC([H])([H])N([H])N([H])[H]
4.75992,[H]OC(=O)C([H])([H])OC(=C([H])C(=O)N([H])O[H])c1c([H])c([H])c(=O)n(C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1OC([H])([H])C([H])([H])O[H]
4.76085,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(OC([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])[H])c1=O
5.26113,[H]O[C@@]([H])(n1c([H])nc(N([H])C([H])([H])[H])c1[H])C([H])([H])OSc1c([H])c(N(C([H])([H])[H])C([H])([H])[H])n([H])c(=O)c1C(=O)N([H])N([H])[H]
5.12398,[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n([H])c(=O)c1Br
4.77211,[H]OC(=O)c1c([C@]([H])(c2c(C(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c(=O)n2[H])C(F)(F)P(=O)(O[H])O[H])c(C([H])([H])[H])nn1[H]
6.13482,[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])[H])C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c2nnc(C([H])([H])[H])o2)[C@]2([H])OC([H])([H])C([H])([H])N(c3c([H])c([H])n([H])c(=O)c3[H])C2([H])[H])c(OC([H])([H])[H])c1[H]
5.25935,[H]C#CC([H])([H])O[C@@]([H])(OC(=O)N([H])Sc1c(C([H])([H])C(=O)OC([H])([H])[H])c([H])n([H])c(=O)c1[H])C([H])([H])OC([H])([H])C(F)(F)F
5.13554,[H]OC(=O)c1c(C([H])([H])c2c([H])c(OC([H])([H])c3c([H])c([H])c(O[H])c(O[H])c3[H])c([H])c(=O)n2[H])c(C([H])([H])[H])nn1[H]
5.13571,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])[C@@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H]
4.94994,[H]c1sc(C([H])([H])N([H])C([H])([H])[C@]([H])(OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2[H])OC([H])([H])C([H])([H])N([H])[H])c([H])c1[H]
5.13943,[H]c1c(N2C([H])([H])C([H])([H])O[C@@]([H])([C@@]3([H])C([H])([H])N([H])C([H])([H])[C@@]3([H])N([H])S(=O)(=O)N([H])[H])C2([H])[H])c([H])c(=O)n([H])c1[H]
4.94648,[H]c1c(N2C([H])([H])C([H])([H])O[C@@]([H])([C@@]3([H])C([H])([H])N([H])C([H])([H])C3([H])[H])[C@@]2([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(=O)n([H])c1[H]
4.35304,[H]c1nc([H])c([C@]([H])(N([H])C(=O)c2c([H])c([H])c(=O)n([H])c2[H])C([H])([H])[H])c([H])n1
3.98815,[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1-n1c([H])c([H])c([H])c([H])c1=O
5.25657,[H]OC([H])([H])C([H])([H])C([H])([H])[C@@](N([H])[C@]1([H])N(c2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])C([H])([H])OC1([H])[H])(C([H])([H])OC1([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H]
5.4754,[H]c1nc([H])c([H])c(C(=O)[C@]([H])(C([H])([H])O[C@]([H])(C([H])([H])N([H])C(=O)C([H])([H])[H])[C@@]2([H])N(c3c([H])c([H])n([H])c(=O)c3[H])C([H])([H])C([H])([H])O[C@@]2([H])[C@@]2([H])C([H])([H])N([H])C([H])([H])C2([H])[H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
4.94062,[H]C([H])=C([H])C([H])([H])O[C@@]([H])(C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])N([H])C([H])([H])[H]
4.93538,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])c1Cl
5.35807,[H]c1sc(C([H])([H])N([H])C([H])([H])[C@]([H])(OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2[H])O[C@@]([H])(OC([H])([H])C2([H])C([H])([H])C2([H])[H])C([H])([H])N([H])[H])c([H])c1[H]
4.78364,[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(C(=O)C([H])([H])C([H])([H])[H])c(=O)c1[H]
4.93439,[H]ON([H])C(=O)C([H])=C([H])c1c([H])c(C([H])([H])C(=O)N(O[H])O[C@]([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c(=O)n([H])c1[H]
4.00654,[H]c1c([H])c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])c(Cl)c1[H]
4.32664,[H]OC(=O)c1c(C([H])([H])c2c([H])c([H])c([H])c(=O)n2[H])c(C([H])([H])[H])nn1[H]
5.01941,[H]c1c(C([H])([H])N([H])C([H])([H])[H])c(C([H])(c2c(C([H])([H])[H])nn([H])c2C(=O)OC(=O)N([H])N([H])[H])N([H])C2([H])C([H])([H])C2([H])[H])n([H])c(=O)c1[H]
5.07,[H]c1c([H])c(Cl)c(C([H])([H])N(C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H])c(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c1[H]
4.32134,[H]OC(=O)[C@]([H])(c1c([H])c(S[H])c([H])c(=O)n1C([H])([H])C([H])([H])[H])C([H])([H])C(=O)N(O[H])C([H])([H])C(=O)N([H])O[H]
4.78863,[H]c1c([H])c([H])n([H])c(=O)c1C(=O)N([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
5.48612,[H]OC([H])([H])c1c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)[C@@]([H])(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])[H])c(=O)n1[H]
5.16061,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])c1c(C([H])=C([H])C(=O)N(OC([H])([H])C#N)C([H])([H])C([H])([H])C([H])([H])O[H])c([H])c([H])c(=O)n1[H]
4.82156,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@@]1([H])N([H])C(=O)N([H])[H]
4.82249,[H]OC(=O)[C@@]1([H])C([H])([H])[C@@]([H])(N([H])Sc2c([H])c(N=C=S)n([H])c(=O)c2[H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H]
5.36234,[H]OC(=O)c1c([C@]([H])(c2c([H])c([H])c([H])c(=O)n2[H])C(F)(F)[P@@](=O)(O[H])Oc2c([H])c([H])c([H])c(N([H])[H])c2[H])c(C([H])([H])[H])nn1[H]
5.16346,[H]c1c(Br)c([H])n([H])c(=O)c1C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H]
4.07903,[H]Oc1c([H])c([H])c([H])c([H])c1C([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c(=O)n([H])c1[H]
5.16913,[H]N=[N+]=N[C@]([H])(C([H])([H])O[H])C1(c2c([H])c(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c([H])n([H])c2=O)C([H])([H])C1([H])[H]
4.83088,[H]OC([H])([H])C([H])([H])N([H])[C@@]([H])(C(=O)N([H])c1c([H])c([H])c(Cl)c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])c1[H])C([H])([H])[H]
3.71578,[H]OC([H])([H])C([H])([H])N([H])C1(C([H])([H])OC([H])([H])N([H])C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H]
4.84081,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])ON2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c1=O
4.90829,[H]ON([H])C(=O)C([H])=C(OC([H])([H])C([H])([H])[C@@]([H])(N1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H])c1c([H])c([H])c(=O)n([H])c1[H]
4.84666,[H]ON([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])OC([H])([H])C([H])([H])[C@@]1([H])N(c2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])C([H])([H])OC1([H])[H]
4.09904,[H]c1c(N2C([H])([H])C([H])([H])O[C@@]([H])([C@@]3([H])C([H])([H])N([H])C([H])([H])C3([H])[H])[C@@]2([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c(=O)n([H])c1[H]
4.90706,[H]c1c([H])c([H])c(C([H])([H])N([H])C([H])([H])[C@]([H])(OC(=O)N([H])Sc2c(Cl)c([H])n([H])c(=O)c2[H])N([H])C([H])([H])[H])c([H])c1[H]
4.30899,[H]ON([H])C(=O)C([H])=C([H])c1c([H])c(C([H])([H])C(=O)N([H])O[H])c(=O)n([H])c1[H]
4.85969,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])N([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
4.86173,[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])C([H])([H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])Cl)c(Cl)c1[H]
4.28052,[H]N=C(N([H])[H])[C@]([H])(O[H])C([H])([H])OSc1c([H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])[H]
4.13812,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])O[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H]
4.14341,[H]OC([H])([H])C([H])([H])C([H])([H])C(N([H])[C@]1([H])N(c2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])C([H])([H])OC1([H])[H])(C([H])([H])[H])C([H])([H])[H]
4.26574,[H]OC(=O)[C@]([H])(c1c([H])c(S[H])c([H])c(=O)n1[H])C([H])([H])C(=O)N([H])O[H]
4.89733,[H]OC(=O)C([H])([H])Oc1c(C([H])=C([H])C(=O)N(O[H])OC([H])([H])C([H])([H])N([H])[H])c([H])n([H])c(=O)c1C([H])([H])C(=O)N([H])O[H]
5.20899,[H]OC(=O)c1c([C@]([H])(c2c([H])c([H])c([H])c(=O)n2[H])C(F)(F)P(=O)(O[H])O[H])c(C([H])([H])SC(F)(F)F)nn1[H]
5.06595,[H]O[C@]([H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])OC([H])([H])C([H])=C([H])[H]
4.89612,[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c(C([H])([H])C(=O)N([H])C([H])([H])[H])n([H])c(=O)c1[H]
5.18611,[H]ON([H])C(=O)C([H])=C(O[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H])c1c([H])c([H])c(=O)n([H])c1C(=O)N([H])C([H])([H])[H]
5.18859,[H]c1c(N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])OC(F)(F)F
4.8764,[H]c1c(Br)c([H])n([H])c(=O)c1C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
5.01667,[H]OC([H])([H])C([H])([H])C([H])([H])[C@@](N([H])[C@]1([H])N(c2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])C([H])([H])OC1([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
4.88698,[H]c1c(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C2([H])[H])c(N([H])C([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])n([H])c1=O
4.24247,[H]c1c([H])c(C#N)c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])c1Cl
5.19571,[H]c1c(N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C([H])([H])[H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
5.06552,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])[C@@]([H])(C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])N([H])[H]
5.03428,[H]OC(=O)c1c(C([H])([H])c2c([H])c([H])c([H])c(=O)n2N2C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C2([H])[H])c(C([H])([H])[H])nn1[H]
4.88738,[H]c1c(SC(=NN([H])C(=S)N([H])[H])C([H])([H])[H])c(C(=O)N([H])N([H])[H])c(=O)n([H])c1[H]
4.8918,[H]OC([H])([H])C([H])([H])N([H])C([H])([H])c1c([H])c([H])n([C@]([H])(O[H])c2c([H])c([H])c([H])c([H])c2[H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
4.23042,[H]OC([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([C@]([H])(O[H])c2c([H])c([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H]
5.78745,[H]O[C@]([H])(C([H])([H])C([H])([H])N([H])[H])[C@@]([H])(c1c([H])c(C(=NN([H])C(=S)N([H])[H])C([H])([H])[H])c([H])n([H])c1=O)C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
5.17176,[H]O[C@]1([H])C([H])([H])N([C@]([H])(ON2C([H])([H])C([H])([H])[C@@]([H])([C@]3([H])OC([H])([H])C([H])([H])N(c4c([H])c([H])n([H])c(=O)c4[H])C3([H])[H])C2([H])[H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]
4.22408,[H]ON([H])C(=O)[C@@]([H])(C([H])([H])c1c([H])c(S[H])c([H])c(=O)n1[H])P(=O)(O[H])O[H]
4.8916,[H]OC([H])([H])C([H])([H])[C@@]([H])(N(OC([H])([H])C#N)C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1[H])S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H]
