,Lib_size,Training_size,<-6_cnnaff_per_mw,Time,Avg_cnnaff_per_mw,Cycle,Target_cnn_to_beat
0,15721,149,0,26.247283697128296,0.2857058211736445,0,0.015625
0,15721,249,0,26.826099157333374,0.22293109406646028,1,0.015625
