cnnaff,Smiles
6.35809,[H]OC([H])([H])c1c([H])c([H])c(-c2c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c2-c2c([H])c(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3OC([H])([H])[H])c([H])n(SC([H])([H])[H])c2=O)c([H])c1[H]
5.64745,[H]N=[N+]=N[C@@]([H])(c1nn([H])c(C(=O)O[H])c1[C@@]([H])(OC([H])([H])C(=O)O[H])c1c([H])c([H])c([H])c(=O)n1[H])N([H])C(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])c1c([H])c(O[H])c([H])c(O[H])c1[H]
5.64855,[H]OC(=O)C(=O)C([H])=C(O[H])c1c([H])nn(C([H])([H])[H])c1-n1c([H])c([C@@]([H])(O[H])c2c([H])c([H])c([H])c([H])c2[H])c(SN([H])C(=O)OC([H])([H])C([H])([H])n2nc([H])c([H])c2[H])c([H])c1=O
4.92369,[H]OC([H])([H])C([H])([H])C([H])([H])[C@]([H])(Cl)N([H])[C@@]([H])(OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c(=O)n(SC(F)(F)F)c1[H]
4.93273,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])N([H])[H]
5.53921,[H]ON=C([H])[C@](c1c([H])nnc([H])c1[H])(C([H])([H])O[H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C(C(=O)c1c([H])c([H])nc([H])c1[H])c1c([H])c([H])c(=O)n([H])c1[H]
3.92698,[H]OC(=O)C([H])([H])C([H])([H])[C@]([H])(c1c([H])c([H])c(=O)n(SC(F)(F)F)c1[H])N([H])C([H])([H])[H]
4.88277,[H]c1c([H])c([H])n(C(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(F)(F)F
4.88255,[H]ON=C([H])[C@](c1c([H])nnc([H])c1[H])(C([H])([H])O[H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1[H]
4.9412,[H]c1c([H])c([H])c(S(=O)(=O)N([H])C([H])([H])[C@]([H])(C(=O)OC([H])([H])C([H])([H])[H])N([H])C(=O)c2c([H])c([H])c(=O)n([H])c2[H])c([H])c1[H]
4.94568,[H]OC(=O)C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c(-n2c(C([H])([H])O[H])c(C([H])=C(C(=O)N(O[H])C([H])([H])C([H])([H])C([H])([H])O[H])N([H])C([H])([H])[C@@]([H])(OC([H])([H])[H])N([H])[H])c([H])c([H])c2=O)c1[H]
5.67597,[H]Oc1c([H])c([H])c([H])c(-n2c(C([H])([H])O[H])c(C([H])=C([H])C(=O)N(O[H])C([H])([H])[C@@]([H])(C([H])([H])O[H])C([H])([H])c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])c([H])c([H])c2=O)c1[H]
4.98217,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(C(=O)N([H])C1([H])C([H])([H])C1([H])[H])[C@]([H])(O[H])N([H])C([H])([H])c1c([H])c([H])nc([H])c1[H]
5.51973,[H]ON=C([H])[C@](c1c([H])nnc([H])c1C(=O)N([H])N([H])[H])(C([H])([H])O[H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C([H])c1c([H])c(-n2nc([H])nc2[H])c(=O)n([H])c1[H]
6.47192,[H]OC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])N(c2c(-c3c([H])c([H])c(C#N)c([H])c3[H])c([H])n([C@]([H])(O[H])c3c([H])c([H])c([H])c([H])c3[H])c(=O)c2[C@@]([H])(C([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H]
4.98509,[H]c1nc([H])c([H])c([C@]2([H])N(C([H])([H])C([H])([H])Oc3c([H])c([H])n(-c4c([H])oc([H])c4[H])c(=O)c3[H])C([H])([H])C([H])([H])OC2([H])[H])n1
6.46936,[H]ON([H])C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n(-c2nc3c([H])c([H])c([H])c([H])c3c([H])c2-c2c([H])c([H])c(Br)c(-c3c([H])c(Cl)c([H])c(Cl)c3[H])c2[H])c1[H]
4.86936,[H]c1nn(C([H])([H])[H])c([H])c1C([H])([H])C([H])([H])N([H])C([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
5.49962,[H]ON(C(=O)C([H])=C(c1oc2c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O[H])c([H])c2c1[H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])O[H])C([H])([H])[C@@]([H])(C(=O)N([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])O[H]
4.99024,[H]c1c([H])c([H])c(C([H])([H])Sc2c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n2[H])c([H])c1[H]
4.9932,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])C(F)(F)F)[C@@]([H])(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
4.86667,[H]ON=C([H])[C@]1(C([H])([H])Oc2c([H])c([H])c([H])c([H])c2[H])OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])Oc2c([H])c([H])n(-c3c([H])oc([H])c3[H])c(=O)c2[H])C1([H])[H]
5.71682,[H]C#Cc1c([H])c(SC([H])([H])C(=O)OC([H])([H])N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(=O)n1-c1sc([H])c([H])c1[H]
4.99742,[H]c1nc([H])n(-c2c([H])c(C(=O)N([H])C([H])([H])C([H])([H])C(F)(F)F)c([H])n([H])c2=O)c1[H]
5.00732,[H]Sc1c([H])c([H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[C@@]2([H])c2nnn([H])n2)c(=O)c1[H]
4.08297,[H]c1nc([H])c([H])c(-c2c(C([H])([H])N([H])C([H])([H])[H])c([H])n([H])c(=O)c2[H])c1[H]
4.85919,[H]C#Cc1c([H])c(SC([H])([H])C(=O)OC([H])([H])N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(=O)n1[H]
4.08725,[H]c1c(S(=O)(=O)N([H])[H])c(C([H])([H])N([H])C([H])([H])Cl)c([H])n(SC(F)(F)F)c1=O
5.01108,[H]C([H])=C([H])C([H])([H])c1c([C@@]([H])(c2nc([H])c([H])c(C(F)(F)F)n2)N([H])C([H])([H])[H])c([H])c([H])c(=O)n1SC(F)(F)F
5.46332,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C2(N([H])C(=O)n3c([H])c([H])c([H])c([H])c3=O)C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
4.11974,[H]Sc1c([H])c([H])n(N2C([H])([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])[C@]2([H])C([H])([H])F)c(=O)c1[H]
5.03152,[H]OC([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c(C(=O)C([H])([H])[H])c([H])n([H])c1=O)C([H])([H])[H]
4.85064,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])O[H]
5.03761,[H]c1nc(N([H])n2c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c2=O)c([H])c([H])c1[H]
5.03795,[H]OC([H])([H])[C@](C([H])([H])[H])(C([H])([H])OC([H])([H])C(F)(F)F)C([H])([H])C([H])([H])[C@@](c1c([H])c([H])c([H])n([H])c1=O)(C([H])([H])[H])C([H])(F)F
5.44945,[H]c1c(N2C([H])([H])C([H])([H])O[C@@]([H])([C@]3([H])C([H])([H])C([H])([H])N([H])[C@]3([H])N3C([H])([H])C([H])([H])C([H])(N4C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])C2([H])[H])c([H])c(=O)n([H])c1[H]
5.04606,[H]c1c([H])c([H])c(C([H])([H])C#N)c(-n2c([H])c(N=C=S)c([H])c([H])c2=O)c1[H]
5.04618,[H]ON=C([H])[C@](c1c([H])nnc([H])c1C(=O)N([H])N([H])[H])(C([H])([H])O[H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1[H]
4.22254,[H]c1c([H])c([H])c(-n2c([H])c([H])c([H])c([H])c2=O)c(OC([H])([H])C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c1[H]
5.75856,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1[C@]([H])(O[H])c1c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c(-c2c([H])c([H])c(C#N)c([H])c2[H])c1[H])C([H])([H])C([H])([H])C([H])([H])O[H]
4.23823,[H]c1oc([H])c(-n2c([H])c([H])c(OC([H])([H])C([H])([H])N3C([H])([H])C([H])([H])O[C@]([H])(C([H])([H])Oc4c([H])c([H])c([H])c([H])c4[H])C3([H])[H])c([H])c2=O)c1[H]
5.05095,[H]N=[N+]=NC(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)n2c([H])c([H])c([H])c([H])c2=O)C1([H])[H]
4.84057,[H]C([H])=C([H])[C@@]1([H])N([H])C([H])([H])C([H])([H])[C@@]1([H])[C@@]([H])(OC([H])(C([H])([H])[H])C([H])([H])[H])C(=O)Oc1oc([H])c([H])c1-n1c([H])c([H])c([H])c([H])c1=O
4.83972,[H]OC(=O)C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c(-n2c(C([H])([H])O[H])c(C([H])=C(C(=O)N(O[H])C([H])([H])C([H])([H])C([H])([H])O[H])N([H])[C@]([H])(N([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])N([H])[H])c([H])c([H])c2=O)c1[H]
4.8395,[H]ON([H])C(=O)C(=C([H])c1c(C([H])([H])C([H])=C([H])[H])c([H])c(=O)n([H])c1[H])C([H])([H])C#N
5.76146,[H]OC(=O)C([H])([H])C([H])([H])c1c([H])nn(N(O[H])C(=O)C([H])=C([H])c2c([H])c(C([H])([H])C(=O)N([H])O[H])c(=O)n(C3=C([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c2[H])c1[H]
4.26038,[H]OC(c1c([H])c([H])c(=O)n(-c2c(OC(=O)C([H])([H])[H])oc([H])c2[H])c1[H])(C([H])([H])[H])C([H])([H])[H]
4.83867,[H]ON([H])C(=O)c1c([H])c(S[H])c([H])c(=O)n1N1C([H])([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])C1([H])[H]
4.27168,[H]c1nc(C([H])([H])O[C@]2([H])OC([H])([H])C([H])([H])N(c3c([H])c([H])n([H])c(=O)c3[H])C2([H])[H])c([H])c([H])c1[H]
4.28314,[H]c1oc([H])c(-n2c([H])c([H])c(OC([H])([H])[C@@]([H])(OC(=O)C([H])([H])[H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c2=O)c1[H]
5.05738,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])[H])[C@]([H])(c2c([H])nn(C([H])([H])[H])c2[H])C1([H])[H]
4.82456,[H]OC(=O)c1c([C@@]([H])(c2c([H])c([H])c([H])c(=O)n2[H])[C@@]2([H])C([H])([H])[C@@]2([H])c2nc([H])nc([H])c2[H])c(C([H])([H])[H])nn1[H]
4.81902,[H]c1oc([H])c(-n2c([H])c([H])c(O[C@@]([H])(OC([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(OC(=O)C([H])([H])[H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c2=O)c1[H]
4.81623,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])C(F)(F)F)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
5.41549,[H]OC(=O)C(O[H])=C([H])C(=O)c1c([C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])N([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c(C([H])([H])O[H])c([H])n([H])c2=O)C([H])([H])[H])nn([H])c1[H]
4.3345,[H]ON([H])C(=O)[C@]([H])(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])c1c([H])c([H])c(=O)n(SC(F)(F)F)c1[H]
4.81476,[H]c1c([H])c([H])c(N([H])C(=O)c2c(C([H])(F)F)c(C([H])([H])N([H])C([H])([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])n([H])c2=O)c([H])c1[H]
5.08533,[H]c1c(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(=O)n([H])c1[H]
5.40646,[H]c1c([H])c(-c2c([H])c(C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])n([H])c2=O)c([C@@]2([H])N([H])C([H])([H])C([H])([H])C2([H])[H])c2c1OC([H])([H])O2
6.15205,[H]Oc1c([H])c(-c2c([H])c([H])c([H])c([H])c2C#N)c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([C@]([H])(Oc3c([H])c([H])c([H])c([N+](=O)[O-])c3[H])c3c([H])c([H])c([H])c([H])c3[H])c2=O)C([H])([H])[H])c([H])c1O[H]
4.36156,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(C(=O)N([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])C(=O)N([H])C([H])([H])[H])C([H])([H])O[H]
4.36409,[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)c2c([H])c([H])c([H])n([H])c2=O)[C@@]2([H])C([H])([H])N([H])C([H])([H])C2([H])[H])o1
5.11238,[H]c1c([H])c([H])n(C(=O)N([H])[C@@]2([H])C([H])([H])[C@@]([H])(N=C=S)C([H])([H])[C@]2([H])C(=O)C([H])([H])[H])c(=O)c1[H]
5.11268,[H]c1nc([C@@]2([H])C([H])([H])[C@@]2([H])c2c([H])c(OC([H])([H])C3([H])C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])n([H])c2=O)n([H])c1[H]
5.12711,[H]OC(=O)c1c(C([H])(c2c([H])c([H])c([H])c(=O)n2[H])N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)O[H])c(C([H])([H])c2c([H])c([H])c(O[H])c([H])c2[H])nn1[H]
6.10511,[H]Oc1c([H])c([H])c(Oc2c([H])c(C(=C([H])C(=O)N(O[H])C([H])([H])[C@]([H])(N([H])C([H])([H])C([H])([H])O[H])C([H])([H])OOC([H])([H])C3([H])C([H])([H])C3([H])[H])c3nc(N([H])[H])nc([H])c3[H])c(C([H])([H])O[H])n([H])c2=O)c([H])c1[H]
5.14359,[H]c1c(SN([H])[C@@]2([H])[C@@]([H])(C([H])([H])N([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])F)c([H])c(=O)n([H])c1N=C=S
6.08148,[H]OC(=O)c1c(C([H])(c2c([H])c([H])c([H])c(=O)n2[H])N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2O[H])c([C@]([H])(c2nc(OC([H])([H])[H])c([H])c([H])c2[H])c2c([H])c([H])c(O[H])c([H])c2[H])nn1[H]
4.78688,[H]OC(=O)C(=O)C([H])=C(O[H])n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c2c([H])c(F)c(OC([H])([H])C(=O)O[H])c(C([H])([H])C([H])([H])C([H])([H])O[H])c2[H])c1=O
5.37541,[H]ON=C([H])[C@](c1c(-c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])nnc([H])c1[H])(C([H])([H])O[H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1[H]
4.42036,[H]ON(C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1C([H])([H])O[H])C(F)(F)F)[C@@]([H])(F)C([H])([H])C([H])([H])O[H]
5.15159,[H]c1nc([H])c(C([H])([H])O[C@]2(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[C@@]2([H])C(F)(F)F)c([H])c1[H]
5.37137,[H]OC(=O)c1c(C([H])(c2c([H])c([H])c([H])c(=O)n2[H])N([H])C([H])([H])C([H])([H])[H])c(C([H])([H])c2c([H])c([H])c(O[H])c([H])c2[H])nn1N1C([H])([H])C([H])([H])C([H])([H])[C@]([H])(O[H])C1([H])[H]
4.43635,[H]c1c([C@@]([H])(N([H])C([H])([H])Cl)[C@@]2([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])n(SC(F)(F)F)c(=O)c1[H]
5.16053,[H]OC(=O)C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c(-n2c([C@]([H])(O[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(C([H])=C([H])C(=O)N(O[H])C([H])([H])C([H])([H])C([H])([H])O[H])c([H])c([H])c2=O)c1[H]
5.36649,[H]ON(C(=O)C([H])=C(c1oc2c([H])c(OC([H])([H])C3([H])C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c([H])c2c1[H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])O[H])C([H])([H])[C@@]([H])(C(=O)N([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])O[H]
5.16323,[H]c1nc([H])c([H])c(-c2c([H])c(Cl)c(C([H])([H])N([H])C([H])([H])c3c([H])c([H])c(=O)n([H])c3C([H])([H])N([H])C([H])([H])[H])c([H])c2C#N)n1
5.17343,[H]OC(=O)C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c(-n2c(C([H])([H])O[H])c(C([H])=C(C(=O)N(O[H])C([H])([H])C([H])([H])C([H])([H])O[H])N([H])C([H])([H])C([H])([H])N([H])c3c([H])nc4c([H])c([H])c([H])c([H])c4c3[H])c([H])c([H])c2=O)c1[H]
4.78342,[H]C([H])=C([H])N(C(=O)n1c([H])c([H])c([H])c([H])c1=O)[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C(=O)C([H])([H])[H]
5.18284,[H]c1nc([H])n(C([H])([H])[C@]2([H])N([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])Oc3c([H])c([H])c([H])c([H])c3-n3c([H])c([H])c([H])c([H])c3=O)C2([H])[H])n1
4.78157,[H]OC(=O)c1c([C@](c2nnn([H])n2)(c2c([H])c([H])c([H])c(=O)n2[H])N([H])C([H])([H])C([H])([H])[H])c(C([H])([H])[H])nn1[H]
6.04705,[H]OC(=O)c1c(C([H])([H])c2c([H])c(-c3nc([H])nc([H])c3[H])c([H])c(=O)n2[H])c(C([H])([H])C(=O)O[H])nn1Oc1c([H])c([H])c(O[H])c([H])c1-c1nc2c([H])c([H])c([H])c([H])c2o1
6.04568,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n(-c2c([H])c([H])c([H])c(C([H])([H])O[H])c2[H])c1[H])C([H])([H])C([H])([H])[C@]([H])(O[H])N1C([H])([H])C([H])([H])N(c2nc([H])c([H])c([H])c2[H])C([H])([H])[C@@]1([H])n1nc([H])c([H])c1[H]
5.19358,[H]Sc1c([H])c([H])n(N2C([H])([H])c3c([H])c([H])c([H])c([H])c3[C@@]([H])(C(=O)N([H])[H])C2([H])[H])c(=O)c1[H]
5.20221,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])S(=O)(=O)C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])[C@@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H]
5.85036,[H]OC(=O)C(=O)C([H])=C(O[H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(c1c([H])c(F)c([H])c(C([H])([H])[C@@]([H])(C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c1[H])N([H])C([H])([H])C([H])([H])OC([H])([H])[H]
5.20698,[H]ON(C(=O)C([H])=C(c1oc2c([H])c([H])c([H])c([H])c2c1[H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])O[H])C([H])([H])[C@@]([H])(C(=O)N([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])O[H]
5.21914,[H]OC(=O)C([H])([H])C([H])([H])n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])C(F)(F)F)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1=O
5.86057,[H]c1c([H])c([H])n([C@@]([H])(ON([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
5.34139,[H]Oc1c([H])c([H])c([H])c(-n2c(C([H])([H])O[H])c(C([H])=C([H])C(=O)N(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c2=O)c1[H]
5.86652,[H]Oc1c([H])c([H])c(O[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(OSc2c([H])c([H])n([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)c2C(=O)N([H])N([H])C([H])([H])C([H])([H])O[H])[C@@]([H])(O[H])C([H])([H])OC([H])([H])[H])c([H])c1[H]
5.87808,[H]Oc1c([H])c([H])c(OOC([H])([H])[C@]([H])(C(=O)N([H])C2([H])C([H])([H])C2([H])[H])C([H])([H])N(O[H])C(=O)C([H])=C(c2oc3c([H])c([H])c([H])c([H])c3c2[H])c2c([H])c([H])c(=O)n([H])c2C([H])([H])O[H])c([H])c1[H]
5.89278,[H]ON=C([H])[C@](c1c([H])nnc([H])c1C(=O)N([H])N([H])[H])(C([H])([H])O[H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C([H])c1c(-c2c([H])c(F)c([H])c(F)c2[H])c([H])c(=O)n([H])c1[H]
4.72811,[H]OC1([H])C([H])([H])C([H])([H])N(c2c(S[H])c([H])c(=O)n([H])c2N=C=S)C([H])([H])C1([H])[H]
5.22107,[H]OC([H])([H])n1c([H])c([H])c(S[H])c(OC([H])([H])[C@]([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1=O
4.77729,[H]c1nn(C([H])([H])[H])c(-n2c([H])c([H])c(SN([H])C(=O)OC([H])([H])C([H])([H])n3nc([H])c([H])c3[H])c([H])c2=O)c1[H]
5.2323,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])OC([H])([H])C([H])([H])O[C@]1([H])N=C(N([H])[H])OC1([H])[H]
4.73087,[H]c1nc([H])c(C([H])([H])O[C@@]2(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[C@]2([H])Cl)c([H])c1[H]
