,Lib_size,Training_size,<-6_cnnaff_per_mw,Time,Avg_cnnaff_per_mw,Cycle,Target_cnn_to_beat
0,15721,99,0,29.11590886116028,0.2641829035735575,0,0.015625
0,15721,149,0,34.430267572402954,0.29008180189732463,1,0.015625
