,Lib_size,Training_size,<-6_cnnaff_per_mw,Time,Avg_cnnaff_per_mw,Cycle,Target_cnn_to_beat
0,15721,74,0,25.62347936630249,0.36135711234404,0,0.015625
0,15721,99,0,25.13517117500305,0.3854325652144236,1,0.015625
