,Lib_size,Training_size,<-6_cnnaff_per_mw,Time,Avg_cnnaff_per_mw,Cycle,Target_cnn_to_beat
0,15721,99,0,25.019452810287476,0.4023050731537777,0,0.015625
0,15721,149,0,26.204885482788086,0.3866958709167955,1,0.015625
