cnn_per_mw,Smiles
-0.0162836140921292,[H]C(=C([H])C([H])([H])N([H])C([H])([H])c1c([H])c([H])c(=O)n(C([H])([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n3[H])C2([H])[H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
-0.0144172168493241,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c(C([H])([H])C([H])([H])OC([H])([H])[H])c1-c1c([H])c(O[C@]([H])(C([H])([H])N([H])[H])[C@@]([H])(N([H])[H])C([H])(F)F)c([H])n([H])c1=O
-0.0138162571561461,[H]c1sc(-n2c([H])c([H])c(N3C([H])([H])C([H])([H])OC([H])([H])[C@]3([H])N([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]3([H])C([H])([H])[C@@]3([H])N([H])[H])c([H])c2=O)c([H])c1[H]
-0.0164011366475143,[H]c1nc(OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[H])C2([H])[H])c([H])c1[H]
-0.0171954165569972,[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(c2c([H])c(C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])n(N([H])C([H])([H])C([H])([H])OC([H])([H])[H])c2=O)C([H])([H])[H])c(Cl)c1[H]
-0.0155433029212573,[H]OC([H])([H])C([H])([H])Oc1sc(N([H])c2c([H])c([H])n(-c3c([H])oc([H])c3[H])c(=O)c2[H])nc1[H]
-0.0158467616789363,[H]Sc1c(N2C(=O)C([H])=C(C([H])([H])OC([H])([H])OC([H])(F)F)C2=O)c([H])n([H])c(=O)c1[H]
-0.0144771523451436,[H]c1c([H])c([H])c2c(c1[H])c([C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])Sc3c([H])c(N=C=S)n([H])c(=O)c3[H])C1([H])[H])c([H])n2[H]
-0.0183518993725618,[H]C(=O)c1c([H])c([H])c(C([H])([H])Sc2c([H])c([H])n([H])c(=O)c2[H])c([H])c1Cl
-0.0179420383141762,[H]c1nc(N([H])n2c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])Oc3c([H])c([H])c([H])c([H])c3[H])c2=O)c([H])c([H])c1[H]
-0.0135127226245543,[H]c1nc(Cl)c([H])c([H])c1[C@@]1([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0149368132587427,[H]c1c(C([H])([H])N([H])C([H])([H])[H])c([H])n(SC(F)(F)F)c(=O)c1[H]
-0.0132576066712704,[H]c1c(OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])N([H])S(=O)(=O)N([H])[H])[C@@]2([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(=O)n([H])c1[H]
-0.0124160764435391,[H]C#CC([H])([H])O[C@@]([H])(C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@@]([H])(c1c(OC([H])([H])C([H])([H])C([H])([H])N2C([H])([H])[C@]([H])(N([H])C([H])([H])c3sc([H])c([H])c3[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])=C([H])[H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0144997234492127,[H]C(=C1SC(=O)N([H])C1=O)n1c([H])c(C([H])([H])N([H])[H])c([H])c(-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c1=O
-0.0120757699545224,[H]O[C@@]([H])(C([H])([H])N([H])C([H])([H])c1c([H])c([H])n([C@]([H])(O[H])c2c([H])c([H])c([H])c([H])c2[H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(O[H])c1c([H])c([H])c([H])c([H])c1[H]
-0.01325919453308,[H]O[C@]([H])([C@@](C([H])([H])[H])(C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1Cl)C([H])([H])C([H])([H])[C@@](c1c([H])c([H])c([H])n([H])c1=O)(C([H])([H])[H])C([H])(F)F)[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H]
-0.0132765440414165,[H]c1nn(C([H])([H])[H])c([H])c1[C@]1([H])C([H])([H])O[C@@]([H])(C([H])([H])[C@]([H])(c2c([H])c([H])c([H])n2[H])[C@@](c2c([H])c([H])c([H])n(-c3nc([H])c([H])n3[H])c2=O)(C([H])([H])[H])C([H])(F)F)C1([H])[H]
-0.0166434023133212,[H]OC([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([C@]([H])(O[H])c2c([H])c([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H]
-0.0143284996332885,[H]c1c([H])c(S(=O)(=O)N([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1-c1c([H])c(C([H])([H])N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])n([H])c1=O
-0.0162046199764071,[H]C([H])=C([H])[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(c2c([H])c([C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])c3c([H])c([H])c([H])c([H])c3Cl)c(=O)n(N([H])C([H])([H])C([H])([H])OC([H])([H])[H])c2[H])C1([H])[H]
-0.0155941186852573,[H]Sc1c(N2C(=O)C([H])=C(C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H])C2=O)c([H])n([H])c(=O)c1Oc1c([H])c([H])c([H])c([H])c1[H]
-0.0154043598318231,[H]C1=C([H])C(=O)N(c2c(SN([H])C(=S)N([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c(=O)n([H])c2[H])C1=O
-0.0127867920402361,[H]c1c(C#N)c([H])c(-c2c([H])c(C([H])([H])Sc3c([H])c([H])n([H])c(=O)c3[H])c([H])c(Cl)c2C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1-c1c([H])c([H])c(N([H])[H])c([H])c1C#N
-0.0155891482366395,[H]c1nc(Cl)c([H])c([H])c1[C@@]1([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0185423666712466,[H]c1oc([H])c(-n2c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2=O)c1[H]
-0.0148654388592541,[H]N=C(N([H])[H])C([H])([H])[C@]([H])(c1c([H])c(N2C([H])([H])C([H])([H])C([H])(O[H])C([H])([H])C2([H])[H])c([H])n([H])c1=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c(F)c1-n1c([H])nc([H])c1[H]
-0.0139963731576658,[H]Oc1c(OC([H])([H])[H])c([H])nc([H])c1-n1c([H])c(N2C(=O)C([H])=C(c3c([H])c([H])c(C#N)c([H])c3[H])C2=O)c(S[H])c([H])c1=O
-0.0148302265908196,[H]Sc1c(N2C(=O)C([H])=C(C([H])([H])OC([H])([H])[H])C2=O)c(C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])n([H])c(=O)c1[H]
-0.0174375629813449,[H]c1c([H])c([H])n(-c2c(OS(=O)(=O)N([H])[H])nn(C([H])([H])[H])c2[H])c(=O)c1[C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H]
-0.0148226547388781,[H]c1c(C([H])([H])N([H])C([H])([H])F)c([H])n(SC(F)(F)F)c(=O)c1[H]
-0.0170638695430609,[H]c1nc(N([H])[H])nc(C([H])([H])[C@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])C([H])([H])c2c([C@@]3([H])C([H])([H])[C@@]3([H])N([H])[H])c([H])c([H])c3c([H])c([H])c([H])nc23)c1[H]
