,id,name,cnnaff_pos,cnnaff,MW,HBA,HBD,LogP,Pass_Ro5,has_pains,has_unwanted_subs,has_prob_fgs,synthetic_accessibility,Smiles,cnn_per_mw,Mol,TPSA,QED,Mol_Weight,N_RotBonds
13187,13187,fegrow_gen/c1c(-c2ccc(C(F)(F)F)cc2)ccn(C(=O)N[C@H]2CCC[C@@H]2C(C)=O)c1=O.sdf,5.4487,-5.4487,373.225,4,1,3.8495,True,False,False,False,6.17503044815627,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1-c1c([H])c([H])n(C(=O)N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)C([H])([H])[H])c(=O)c1[H],-0.0145989684506665,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70e4900>,68.17,0.862831512534858,392.377,3
13188,13188,fegrow_gen/c1c(SCOC(F)(F)F)ccn(-c2ccoc2OC(CCNC(C)=O)=O)c1=O.sdf,5.44863,-5.44863,405.245,8,1,2.4481,True,False,True,True,6.9783185966692,[H]c1oc(OC(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c(-n2c([H])c([H])c(SC([H])([H])OC(F)(F)F)c([H])c2=O)c1[H],-0.0134452738466853,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70e4970>,99.77,0.397814035523519,420.365,8
13189,13189,fegrow_gen/c1(-c2ccc3c(c2)OCO3)cc(C(=O)NC(C)c2ccnnc2)c[nH]c1=O.sdf,5.44841,-5.44841,348.233,6,2,2.0516,True,False,False,False,7.76457558304248,[H]c1nnc([H])c([C@]([H])(N([H])C(=O)c2c([H])c(-c3c([H])c([H])c4c(c3[H])OC([H])([H])O4)c(=O)n([H])c2[H])C([H])([H])[H])c1[H],-0.015645875031947,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70e49e0>,106.2,0.733862495973517,364.361,4
13190,13190,fegrow_gen/c1c(S)c(N2C(=O)C([C@H](OCNN)c3cn[nH]c3)=CC2=O)c[nH]c1=O.sdf,5.44837,-5.44837,348.259,8,5,-0.635,True,False,True,True,7.68423900077088,[H]Sc1c(N2C(=O)C([H])=C([C@]([H])(OC([H])([H])N([H])N([H])[H])c3c([H])nn([H])c3[H])C2=O)c([H])n([H])c(=O)c1[H],-0.0156445920995581,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70e4a50>,146.2,0.151048824596862,362.371,6
13191,13191,fegrow_gen/c1(C(=O)NN)c(SOC[C@@H](O)Cc2ccc(F)cc2)ccn(CC(=O)N(C)C)c1=O.sdf,5.4482,-5.4482,415.297,8,3,0.306399999999999,True,False,True,True,6.90173548327853,[H]O[C@]([H])(C([H])([H])OSc1c([H])c([H])n(C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])c(=O)c1C(=O)N([H])N([H])[H])C([H])([H])c1c([H])c([H])c(F)c([H])c1[H],-0.0131188041329458,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70e4ac0>,126.89,0.222508499188288,438.481,9
13192,13192,fegrow_gen/c1(C(=O)N(C(C)C)C=C2SC(=O)NC2=O)c(S)c(NC(=O)c2ccc(OCNC(=O)C3CC3)cc2)c[nH]c1=O.sdf,5.44815,-5.44815,546.437,9,5,2.4534,True,False,True,True,5.44637632882611,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])N([H])C(=O)C3([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])n([H])c(=O)c1C(=O)N(C([H])=C1SC(=O)N([H])C1=O)C([H])(C([H])([H])[H])C([H])([H])[H],-0.00997031679772783,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70e4b30>,166.77,0.173851436453257,571.637,9
13193,13193,fegrow_gen/c1c(-c2ccncn2)cc(Cc2c(CC3=CCNCC3)n[nH]c2C(=O)O)[nH]c1=O.sdf,5.44811,-5.44811,372.259,6,4,1.3062,True,False,True,False,7.81326107087666,[H]OC(=O)c1c(C([H])([H])c2c([H])c(-c3nc([H])nc([H])c3[H])c([H])c(=O)n2[H])c(C([H])([H])C2=C([H])C([H])([H])N([H])C([H])([H])C2([H])[H])nn1[H],-0.0146352673810438,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70e4ba0>,136.65,0.464218205410347,392.419,6
13194,13194,fegrow_gen/c1([C@@H](C)CC(c2ncccc2C(F)(F)F)S(C)(=O)=O)ccc[nH]c1=O.sdf,5.44802,-5.44802,357.248,4,1,3.0682,True,False,False,False,7.98518212766718,[H]c1nc([C@@]([H])(C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C(F)(F)F)c([H])c1[H],-0.0152499664098889,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70e4c10>,79.89,0.872282914622419,374.384,5
13195,13195,fegrow_gen/c1([C@@H](C)[C@@H](C)[C@@H]2CCNC2)c(OCCN2CC(NC(=O)CC)CC2)cc[nH]c1=O.sdf,5.44793,-5.44793,368.267,5,3,1.7033,True,False,False,False,8.74630459288596,[H]c1c(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[H])C2([H])[H])c([C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(=O)n([H])c1[H],-0.0147934243361474,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70e4c80>,86.46,0.58328099183786,404.555,9
13196,13196,fegrow_gen/c1cc(C(=CC(=O)NO)OCC(CCOCCCN(C)C)c2ccc(OC(C)C)nc2)c[nH]c1=O.sdf,5.44781,-5.44781,452.297,8,3,2.5622,True,False,True,False,8.4234367464878,[H]ON([H])C(=O)C([H])=C(OC([H])([H])[C@@]([H])(c1c([H])nc(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c(=O)n([H])c1[H],-0.0120447626227899,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70e4cf0>,126.01,0.114819779971145,488.585,15
13148,13148,fegrow_gen/c1(NC(=O)C2CC2)c(N2CCOCC2)c(N2CC[C@@H](c3ccc(-c4ccc(C#N)cc4)nc3OC)C2=O)c[nH]c1=O.sdf,5.45364,-5.45364,524.367,8,2,3.02278,True,False,False,False,7.85834683853996,[H]c1c(-c2c([H])c([H])c(C#N)c([H])c2[H])nc(OC([H])([H])[H])c([C@@]2([H])C(=O)N(c3c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c(N([H])C(=O)C4([H])C([H])([H])C4([H])[H])c(=O)n([H])c3[H])C([H])([H])C2([H])[H])c1[H],-0.0104004256560768,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70df760>,140.65,0.454224897417715,554.607,7
13149,13149,fegrow_gen/c1c(SNC(=O)O[C@@H](COCC(F)(F)F)OCC#Cc2ccc3[nH]ncc3c2)cc[nH]c1=O.sdf,5.45362,-5.45362,465.304,7,3,2.9578,True,False,True,True,7.84152151646858,[H]c1c(C#CC([H])([H])O[C@@]([H])(OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])OC([H])([H])C(F)(F)F)c([H])c2c([H])nn([H])c2c1[H],-0.0117205525849767,<rdkit.Chem.rdchem.Mol object at 0x7ff0d70df7d0>,118.33,0.256681061135781,482.44,8
