,Lib_size,Training_size,<-6_cnnaff_per_mw,Time,Avg_cnnaff_per_mw,Cycle,Target_cnn_to_beat
0,15721,99,0,33.22353005409241,-0.014451118873367984,0,0.015625
0,15721,149,0,34.617894887924194,-0.014401499561305639,1,0.015625
