,Lib_size,Training_size,<-6_cnnaff_per_mw,Time,Avg_cnnaff_per_mw,Cycle,Target_cnn_to_beat
0,15721,249,0,26.27438974380493,0.29317817115677264,0,0.015625
0,15721,449,0,26.9642174243927,0.20565753855781962,1,0.015625
