cnn_per_mw,Smiles
-0.0193425831388564,[H]Sc1c(N2C([H])([H])C([H])([H])[C@@]2([H])c2nc(OC([H])([H])[H])c([H])c([H])c2[H])c([H])n([H])c(=O)c1[H]
-0.0129056778606232,[H]C(=C1SC(=O)N([H])C1=O)c1c([H])c(-c2c([H])c([H])c([H])n(-c3nc([H])c([H])c([H])c3C(F)(F)F)c2=O)c([H])c([H])c1S(=O)(=O)N([H])[H]
-0.0194896824122157,[H]c1c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c(=O)n([H])c1[H]
-0.014498947267263,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])c2c(SC([H])([H])c3c([H])c([H])c([H])c(Cl)c3-c3c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])c([H])c([H])n([H])c2=O)c([H])c1[H]
-0.0126480021343868,[H]O[C@]1([H])C([H])([H])C([H])([H])N(c2c(Sc3oc([H])c([H])c3[H])c([H])c(=O)n([H])c2N=C=S)[C@@]([H])(c2c([H])c([H])c3c([H])c([H])n(-c4c([H])c([H])c([H])c(C([H])([H])[H])c4[H])c3c2[H])C1([H])[H]
-0.0262572406235323,[H]c1c(SC([H])([H])[H])c([H])c(=O)n([H])c1[H]
-0.0136415143796164,[H]C(=C1SC(=O)N([H])C1=O)c1c([H])c(-c2c([C@]3([H])N=C(N([H])[H])OC3([H])[H])c([H])c([H])n([H])c2=O)c([H])c([H])c1S(=O)(=O)N([H])[H]
-0.0144379661119576,[H]c1c([H])c(C([H])([H])Sc2c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n2[H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c1[H]
-0.0175047650861645,[H]c1c(N2C([H])([H])C([H])([H])OC([H])([H])[C@]2([H])Cl)c([H])c(=O)n([H])c1[H]
-0.0116021191996351,[H]Sc1c([H])c([H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[C@@]2([H])O[C@]2([H])C([H])([H])C([H])([H])[C@]([H])(N([H])[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c(Cl)c3Cl)C2([H])[H])c(=O)c1[H]
-0.0288349961140101,[H]c1c([H])c([H])n([H])c(=O)c1C1([H])C([H])([H])C1([H])[H]
-0.0122202236082838,[H]c1c([H])c([H])c(SC([H])([H])S(=O)(=O)c2c([H])c([H])c(Sc3c([H])c(N=C=S)n([H])c(=O)c3[H])c(-c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3[H])c2[H])c([H])c1[H]
-0.0159490257291902,[H]c1c(N2C([H])([H])C([H])([H])O[C@@]([H])([C@@]3([H])C([H])([H])N([H])C([H])([H])[C@@]3([H])N([H])S(=O)(=O)N([H])[H])C2([H])[H])c([H])c(=O)n([H])c1[H]
-0.0291496819832823,[H]c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])n([H])c(=O)c1[H]
-0.0150586906353104,[H]Sc1c(N2C([H])([H])C([H])([H])[C@@]2([H])c2nc3c([H])c(C(=O)C(F)(F)F)c([H])c([H])c3c([H])c2[H])c([H])n([H])c(=O)c1[H]
-0.0168405042061785,[H]c1nc(N([H])c2c(N([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])n(-c3c([H])oc([H])c3[H])c(=O)c2[H])sc1[H]
-0.0267799862423518,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
-0.0174164086053776,[H]OC([H])([H])c1c([H])c([H])c([H])c([C@]2([H])[C@]([H])(c3c([H])c([H])c([H])n([H])c3=O)[C@]2([H])[C@@]([H])(C([H])=C([H])[H])C([H])([H])F)c1[H]
-0.0118557904696023,[H]C(=C1SC(=O)N([H])C1=O)c1c([H])c(-c2c([C@]3([H])N=C(N([H])[H])O[C@]3([H])N3C([H])([H])C([H])([H])[C@@]([H])(N(C([H])([H])[H])C([H])([H])[H])C3([H])[H])c([H])c([H])n([H])c2=O)c([H])c([H])c1S(=O)(=O)N([H])[H]
-0.0167335496611195,[H]c1c([H])c([H])n(-c2c(SC3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c(N=C=S)n([H])c2=O)c1[H]
-0.0209093328120078,[H]c1c(SC([H])([H])C([H])(F)F)c([H])c(=O)n([H])c1[H]
-0.013422191516908,[H]c1c([H])c(F)c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])I)c1[H]
-0.0165069615649156,[H]Sc1c(N2C([H])([H])C([H])([H])[C@]2(c2nc([H])c([H])c([H])n2)N([H])c2c([H])c([H])c(F)c([H])c2[H])c([H])n([H])c(=O)c1[H]
-0.0205429482714374,[H]c1c([H])c([H])c([C@]([H])(Sc2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])[H])c([H])c1[H]
-0.0127230453184763,[H]c1nc(N([H])c2c(-c3c([H])n([H])c4c([H])c([H])c([H])c(N5C([H])([H])C([H])([H])[C@]5([H])OC5([H])C([H])([H])C([H])([H])N([H])C([H])([H])C5([H])[H])c34)c([H])n(-c3c([H])oc([H])c3[H])c(=O)c2[H])sc1[H]
-0.0149992325499077,[H]OP(=O)(O[H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])Sc1c([H])c(N=C=S)n([H])c(=O)c1[H]
-0.0197148113006603,[H]C([H])=C([H])C([H])([H])[C@@]1([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)[C@]1([H])C([H])([H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
-0.0156767263147837,[H]C(=C1SC(=O)N([H])C1=O)c1c([H])c(-c2c([H])c([H])c([H])n([H])c2=O)c([H])c([H])c1S(=O)(=O)N([H])[H]
-0.0133653664097843,[H]C(=C1SC(=O)N([H])C1=O)c1c([H])c(-c2c([H])c([H])c([H])n(-c3nc4c([H])c([H])c([H])c([H])c4s3)c2=O)c([H])c([H])c1S(=O)(=O)N([H])[H]
-0.0175199641991293,[H]c1c(N2C([H])([H])C([H])([H])O[C@@]([H])([C@@]3([H])C([H])([H])N([H])C([H])([H])C3([H])[H])C2([H])[H])c([H])c(=O)n([H])c1[H]
-0.0189046059532826,[H]C([H])=C([H])[C@@]([H])(C([H])([H])F)[C@]1([H])C([H])([H])[C@]1([H])c1c([H])c([H])c([H])n(S(=O)(=O)C([H])([H])C([H])([H])[H])c1=O
-0.0160763640981501,[H]Sc1c(-c2c([H])c([H])c(N([H])c3nc([H])c([H])c([H])c3[H])c(N([H])[H])c2[H])c(N=C=S)n([H])c(=O)c1[H]
-0.0213028226421445,[H]c1nc([C@@]2([H])C([H])([H])[C@@]2([H])c2c([H])c([H])c([H])n([H])c2=O)n([H])c1[H]
-0.0181371510704289,[H]C([H])=C([H])C([H])([H])[C@]([H])(C([H])([H])[H])S(=O)(=O)n1c([H])c([H])c([H])c([C@@]2([H])C([H])([H])[C@@]2([H])[C@@]([H])(C([H])=C([H])[H])C([H])([H])F)c1=O
-0.0157478114051976,[H]Sc1c(N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])N([H])c2c([H])c([H])c(F)c([H])c2[H])c(N=C=S)n([H])c(=O)c1[H]
-0.0251729199948188,[H]C([H])=C([H])C([H])([H])[C@]1([H])C([H])([H])[C@]1([H])c1c([H])c([H])c([H])n([H])c1=O
-0.0162653194499873,[H]c1c(N2C([H])([H])C([H])([H])OC([H])([H])[C@]2([H])Cl)c([H])c(=O)n(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
-0.0143059119806743,[H]C(=C1SC(=O)N([H])C1=O)c1c([H])c(-c2c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c([H])n([H])c2=O)c([H])c([H])c1S(=O)(=O)N([H])[H]
-0.0141274854026389,[H]C(=C([H])c1c([H])c(C([H])([H])Sc2c([H])c(N=C=S)n([H])c(=O)c2[H])c([H])c([H])c1C(F)(F)F)c1c([H])c([H])c(F)c(F)c1[H]
-0.0149446208508284,[H]c1nc(N([H])c2c(-c3c([H])n([H])c4c([H])c([H])c([H])c(N5C([H])([H])C([H])([H])C5([H])[H])c34)c([H])n(-c3c([H])oc([H])c3[H])c(=O)c2[H])sc1[H]
-0.0168463672914661,[H]c1nc([C@@]2([H])C([H])([H])[C@@]2([H])c2c([H])c([H])c([H])n([H])c2=O)n(-c2c([H])c([H])c(F)c(F)c2[H])c1[H]
-0.0138112657450335,[H]C(=C([H])c1c([H])c(C([H])([H])Sc2c([H])c(N=C=S)n([H])c(=O)c2[H])c([H])c([H])c1C(F)(F)F)c1c([H])c([H])c([H])c([N+](=O)[O-])c1[H]
-0.0213098283338995,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H]
-0.0139415246177835,[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])[H])c2O[C@]2([H])N=C(N([H])[H])OC2([H])[H])c(=O)c1[H]
-0.0136327344273188,[H]C(=O)[C@@]([H])([C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H])[C@]([H])(c1nc([H])c([H])c([H])c1C(F)(F)F)S(=O)(=O)C([H])([H])[H]
-0.0129349568263658,[H]c1c([H])c(C([H])([H])Sc2c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n2[H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])[C@]2([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
-0.0163219116903874,[H]Sc1c(-c2c([H])c([H])c([H])c(N([H])[H])c2[H])c(N=C=S)n(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(=O)c1[H]
-0.0112078522977404,[H]c1c(S[C@@]2([H])C([H])([H])C([H])([H])[C@]([H])(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@@]3([H])S(=O)(=O)N3C([H])([H])C([H])([H])O[C@]([H])(N4C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C4([H])[H])C3([H])[H])C2([H])[H])c([H])c(=O)n([H])c1N=C=S
-0.0155428721100576,[H]c1c(S[C@@]2([H])C([H])([H])C([H])([H])[C@]([H])(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])C2([H])[H])c([H])c(=O)n([H])c1N=C=S
-0.0137391924193464,[H]c1c([H])c(N([H])Sc2c(-c3c([H])c([H])c(Cl)c(Cl)c3[H])c(N=C=S)n([H])c(=O)c2[H])c([H])c([H])c1Cl
