cnnaff,Smiles
6.49286,[H]OC([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])[C@@]([H])(C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])c2nc(C([H])([H])[H])sc2[H])c1=O)C([H])([H])[H]
4.82965,[H]C(C(=O)N(OC([H])([H])C#N)C([H])([H])C([H])([H])C([H])([H])ON([H])C(=O)N([H])C([H])([H])C([H])([H])[H])=C([H])c1c([H])c([H])c(=O)n([H])c1[H]
4.89582,[H]Sc1c(-c2c([H])c([H])c(Cl)c(Cl)c2[H])c(N=C=S)n([H])c(=O)c1[H]
5.89078,[H]OC(=O)C(Oc1c([H])c([H])c(Cl)c(-c2nc([H])c([H])n2C([H])([H])[H])c1[H])=C([H])C([H])([H])[C@]([H])(c1c([H])nc([H])nc1[H])N([H])C(=O)c1c([H])c([H])c(=O)n([H])c1[H]
5.60457,[H]OC(=O)C(Oc1c([H])c([H])c(Cl)c(C([H])([H])S[H])c1[H])=C([H])C([H])([H])[C@]([H])(c1c([H])nc([H])nc1[H])N([H])C(=O)c1c([H])c([H])c(=O)n([H])c1[H]
5.44815,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])N([H])C(=O)C3([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])n([H])c(=O)c1C(=O)N(C([H])=C1SC(=O)N([H])C1=O)C([H])(C([H])([H])[H])C([H])([H])[H]
5.30421,[H]ON([H])C(=O)C([H])([H])C(=C([H])C(=O)N(OC([H])([H])C#N)C([H])([H])C([H])([H])[C@]([H])(F)O[H])c1c([H])c([H])c(=O)n([H])c1[C@@]([H])(OC(=O)C([H])([H])[H])N([H])C([H])([H])[H]
4.90932,[H]OC([H])([H])C([H])([H])OSc1c([H])c([H])n([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)c1C(=O)N([H])N([H])C([H])([H])C([H])([H])O[H]
5.72988,[H]Sc1c([H])c([H])n(-c2nnn([H])n2)c(=O)c1C(=O)N(N([H])[H])[C@@]([H])(N1C([H])([H])C([H])([H])N(C([H])([H])N([H])N([H])[H])C([H])([H])C([H])([H])C1([H])[H])C(F)(F)F
5.06376,[H]c1oc(OC(=O)C([H])([H])C(=O)OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(-n2c([H])c([H])c([H])c([H])c2=O)c1[H]
3.91948,[H]c1c([H])c([H])n([H])c(=O)c1C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
5.89573,[H]OC([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])OS(=O)(=O)N([H])[H])c1=O)C([H])([H])[H]
3.92849,[H]c1c(N2C([H])([H])C([H])([H])OC([H])([H])[C@]2([H])Cl)c(S(=O)(=O)C([H])([H])[C@]([H])(N([H])[H])C([H])([H])[H])c(=O)n([H])c1[H]
5.65966,[H]c1c(N2C([H])([H])C([H])([H])O[C@@]([H])([C@@]3([H])C([H])([H])N([H])[C@]([H])(OC([H])([H])C([H])([H])C([H])([H])[H])C3([H])[H])[C@]2([H])C(=O)C(F)(F)F)c(OC([H])([H])C([H])([H])OC([H])([H])[H])c(=O)n(C([H])([H])C([H])([H])C([H])([H])[H])c1[H]
5.54351,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])N([H])C([H])([H])c1sc([H])c([H])c1[H])[C@@]([H])(c1c([H])c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H])C([H])([H])[H]
5.57867,[H]ON=C([H])c1c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[C@](C([H])([H])[H])(C([H])([H])O[H])[C@@]([H])([C@]([H])(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])[N+](=O)[O-])S(=O)(=O)C([H])([H])[H])c(=O)n1[H]
5.41278,[H]c1c([H])c([H])c(C([H])([H])[C@@]([H])(Cl)[C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])N([H])[H])[C@]([H])(N([H])C(=O)c2c([H])c([H])c([H])n([H])c2=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H])c([H])c1[H]
4.79569,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])O[H])C([H])([H])C1([H])[H]
4.79554,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])N([H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
4.79375,[H]c1c(N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
5.06049,[H]O[C@@]([H])(C([H])([H])C(=O)OC([H])([H])[H])[C@]([H])(OSc1c([H])c([H])n(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c(=O)c1C(=O)N([H])N([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H]
5.71464,[H]O[C@]([H])(c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C([H])([H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
3.97217,[H]c1c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c(=O)n([H])c1[H]
5.4513,[H]C1=C([H])C(=O)N(c2c(SC([H])([H])c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c([H])c(=O)n([H])c2[H])C1=O
5.36288,[H]c1oc(OC(=O)C([H])([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])c(-n2c([H])c([H])c([H])c(C([H])([H])C(=O)OC([H])([H])[H])c2=O)c1[H]
6.27956,[H]c1nc([H])c([C@]([H])(N([H])C(=O)c2c(C([H])([H])C([H])([H])C([H])([H])[H])c([H])c(=O)n(C(=O)N([H])C([H])([H])C([H])([H])[H])c2[H])C([H])([H])[H])c(N([H])c2c([H])nc([H])c([H])c2[H])n1
4.93612,[H]Sc1c([H])c(C([H])([H])C([H])([H])C(=O)N([H])O[C@]([H])(OC([H])([H])[H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])n([H])c(=O)c1[H]
5.60122,[H]c1sc(C([H])([H])N([H])C([H])([H])C([H])([H])OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
4.94374,[H]OC([H])([H])C([H])([H])C([H])([H])N([H])[C@]1([H])N([C@@]([H])(N([H])C(=O)c2c([H])c([H])c([H])n([H])c2=O)[C@]([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
4.78043,[H]C#Cc1c([H])c(SC([H])([H])C(=O)OC([H])([H])[H])c(C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c(=O)n1[H]
4.94892,[H]C(=O)c1c([H])c([H])c(C([H])([H])Sc2c([H])c([H])n([H])c(=O)c2[H])c([H])c1Cl
5.11931,[H]OC([H])([H])[C@@]([H])(OC([H])([H])C([H])([H])[H])O[C@@]([H])(O[H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])C([H])([H])[C@@](c1c([H])c([H])c([H])n([H])c1=O)(C([H])([H])[H])C([H])(F)F
6.56204,[H]OC([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])n(OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])c2nc(C([H])([H])[H])sc2[H])c1=O)C([H])([H])[H]
5.81713,[H]ON([H])C(=O)C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])C(=O)c1c(C(=O)c2nc(C(F)(F)F)c([H])c([H])c2[H])c(Br)c([H])n([H])c1=O
5.37652,[H]c1c(Br)c(C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c(C(=O)N([H])C([H])([H])[C@]([H])(c2c(C([H])([H])[H])noc2C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n1[H]
5.74632,[H]OC(=O)C(Oc1c([H])c([H])c(Cl)c(C([H])([H])S[H])c1[H])=C([H])C([H])([H])[C@]([H])(c1c([H])nc([H])nc1[H])N([H])C(=O)c1c([H])c([H])c(=O)n(O[H])c1[H]
4.77264,[H]N=[N+]=NSc1c([H])c(N=C=S)n(-c2c([H])c([H])c3c(c2[H])OC([H])([H])O3)c(=O)c1[H]
5.43387,[H]c1nc(C([H])([H])[C@]([H])(c2c(C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([H])n([H])c2=O)C([H])([H])C([H])([H])[H])n(C([H])([H])[H])c1[H]
6.56966,[H]C1=C([H])C(=O)N(c2c(SC([H])([H])N(c3c([H])c([H])c4c(c3[H])OC([H])([H])C([H])([H])O4)C(Oc3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(=O)n([H])c2[H])C1=O
4.04035,[H]OC([H])([H])C([H])([H])OSc1c([H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])[H]
5.05303,[H]Sc1c([H])c(C([H])([H])C([H])([H])C(=O)N([H])OC([H])([H])OC([H])([H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])n([H])c(=O)c1[H]
5.25416,[H]c1c([H])c([H])n([H])c(=O)c1[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
5.25296,[H]ON([H])C(=O)C([H])=C([H])c1c(C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c(C(=O)N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@]3([H])c3sc([H])c([H])c3[H])c([H])c2[H])c([H])c(=O)n([H])c1[H]
6.57925,[H]c1sc(C([H])([H])[H])nc1[C@@](c1c(C([H])([H])[H])noc1C([H])([H])[H])(C([H])([H])N([H])C(=O)c1c(C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c(Br)c([H])n([H])c1=O)C([H])([H])C([H])([H])[H]
4.06161,[H]c1oc(OC(=O)C([H])([H])[H])c(-n2c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c2=O)c1[H]
6.35112,[H]O[C@]([H])(c1c([H])c([H])c([H])c(C(F)(F)F)c1[H])C([H])([H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])N(n1c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])OC([H])([H])[H]
5.05113,[H]c1c([H])c([H])c(C([H])([H])c2c([H])c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(=O)n([H])c2[H])c(Cl)c1[H]
6.27209,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])O[H])C([H])([H])[C@]1([H])c1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[C@]1([H])C([H])([H])OC([H])([H])C1([H])[H]
5.53519,[H]OC([H])([H])C([H])([H])O[C@@]([H])(O[H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])O[C@]([H])(Oc2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C1([H])[H])C([H])([H])C([H])([H])[C@@](c1c([H])c([H])c([H])n([H])c1=O)(C([H])([H])[H])C([H])(F)F
4.97385,[H]c1c([H])c([H])n(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(=O)c1[C@@]([H])(C([H])([H])N([H])N([H])[H])C([H])([H])C([H])([H])[H]
4.76671,[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c2c(N([H])C(=S)N([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])n([H])c2=O)o1
6.0768,[H]C1=C([H])C(=O)N(C([H])([H])S(=O)(=O)c2c([H])c(N([H])C(=S)N([H])c3c([H])c([H])c([H])c([H])c3[H])c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c3oc([H])nc3[H])c(=O)n2[H])C1=O
4.15293,[H]OC(=O)[C@]([H])(c1c(C([H])(F)F)c(C([H])([H])N([H])C([H])([H])[H])c([H])n([H])c1=O)C([H])([H])[H]
5.91588,[H]OP(=O)(O[H])[C@@]([H])(C([H])([H])C([H])([H])N([H])[H])C([H])([H])[C@@]([H])(c1c(C([H])([H])c2nc([H])c(C([H])([H])C(=O)N([H])C([H])([H])Oc3c([H])c([H])c([H])c(Cl)c3[H])c([H])c2[H])c([H])c([H])n([H])c1=O)C([H])([H])OC([H])([H])C([H])([H])[H]
6.71082,[H]c1nc2c([C@]([H])(N([H])S(=O)(=O)C([H])([H])[H])C([H])([H])[C@@]([H])(c3c([H])c(N4C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c([H])n(-c4c([H])nc([H])c(F)c4[H])c3=O)C([H])([H])[H])c([H])c([H])c([H])c2c([H])c1[H]
5.59069,[H]c1c([H])c(-n2c(N=C=S)c([H])c(SN=[N+]=NC(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2=O)c([H])c2c1OC([H])([H])O2
4.7564,[H]c1c(Br)c(C(=O)N([H])C([H])([H])[H])c(C(=O)N([H])C([H])([H])C([H])([H])[C@@]([H])(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H])c(=O)n1[H]
5.45592,[H]ON([H])C(=O)C([H])=C([H])c1c(C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c(C([H])([H])N3C([H])([H])C([H])([H])N(C([H])([H])[H])[C@]([H])(N([H])C([H])([H])C([H])([H])O[H])C3([H])[H])c2[H])c(C(=O)N(C([H])([H])[H])C([H])([H])[H])c(=O)n([H])c1[H]
5.40374,[H]c1c([H])c([H])c(C(=O)[C@@]2([H])N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])N([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])C(=O)c3c(C(=O)N([H])C([H])([H])[H])c(Br)c([H])n([H])c3=O)C2([H])[H])c([H])c1[H]
6.20118,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])c1c([H])c([H])c(OC([H])([H])[H])c(C(OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])=C([H])C([H])([H])S[H])c1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
5.04824,[H]Sc1c([H])c(C([H])([H])C([H])([H])C(=O)N([H])OC([H])([H])OC([H])([H])[H])n([H])c(=O)c1-c1c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H]
5.24444,[H]Sc1c(-c2c([H])c(Cl)c(Cl)c([H])c2N(C([H])([H])[H])C([H])([H])[H])c(N=C=S)n([H])c(=O)c1[H]
4.9791,[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c([C@@]([H])(c3c(C([H])(F)F)c([H])c(=O)n([H])c3[H])N([H])C([H])([H])[H])c2[H])c([H])c1[H]
5.14264,[H]O[C@]([H])(c1c([H])c([H])c([H])c(-c2c([H])c([H])n([H])c(=O)c2C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c2oc([H])nc2[H])c1[H])n1c([H])nc([H])c1[H]
6.59315,[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c(F)nc([H])c(OC([H])([H])[H])c2N2C([H])([H])C([H])([H])N(C([H])([H])[H])[C@]([H])(N([H])C(=O)C([H])=C([H])[H])C2([H])[H])c(=O)c1[H]
5.2408,[H]OP(=O)(O[H])C(F)(F)[C@]([H])(c1c([H])c([H])c(C([H])([H])[H])c([H])c1N(C(=O)c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H]
6.1243,[H]OC([H])([H])C([H])([H])O[C@@]1([H])[C@@]([H])(C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])c2nc(C([H])([H])[H])sc2[H])c1=O)C([H])([H])[H]
4.25737,[H]S[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])N([H])n1c([H])c([H])c([H])c([H])c1=O
5.14392,[H]C(=C([H])C([H])([H])Sc1c([H])c([H])n([H])c(=O)c1C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H]
6.39306,[H]Sc1c([H])c([H])n([H])c(=O)c1-c1c([H])c(C([H])([H])N([H])[H])c([H])c([H])c1[C@@](OOc1c([H])c([H])c(Cl)c([H])c1[H])(C([H])([H])[H])C([H])([H])c1c([H])c([H])nc(OC([H])([H])[H])c1[H]
4.29053,[H]c1c(Br)c([H])n([H])c(=O)c1C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
4.98285,[H]Sc1c(N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])N([H])C([H])([H])C([H])([H])OC([H])([H])[H])c(N=C=S)n([H])c(=O)c1[H]
5.63113,[H]OC([H])([H])C([H])([H])N([H])C([H])([H])c1c(C(=O)N([H])[C@](C(=O)OC([H])([H])C([H])([H])[H])(C([H])([H])c2c([H])c([H])nc(OC([H])([H])[H])c2[H])C2([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1[H]
5.72039,[H]c1c(N(C([H])([H])[C@@]([H])([C@@]2([H])C([H])([H])N([H])C([H])([H])C2([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])S(=O)(=O)N([H])[H])nc(C([H])([H])SC(F)(F)F)c([H])c1[H]
6.13488,[H]c1c(N(C([H])([H])[C@@]([H])([C@@]2([H])C([H])([H])N([H])C([H])([H])C2([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])S(=O)(=O)N([H])[H])nc(C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
5.03747,[H]ON([H])C(=O)C([H])=C([H])c1c(C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c(C([H])([H])N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c2[H])c([H])c(=O)n([H])c1[H]
5.15383,[H]ON([H])C(=O)C([H])=C([H])c1c(C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c(C([H])([H])N3C([H])([H])C([H])([H])N(C([H])([H])[H])[C@]([H])(N([H])C([H])([H])C([H])([H])O[H])C3([H])[H])c2[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c(=O)n([H])c1[H]
